"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"armor_class/boron_carbide8";"Composite - kevlar boron carbide";"Composite - carbure de bore";"Composito - carburo di boro";"Verbundwerkstoff – Kevlar-Bor-Karbid";"Compuesto - kevlar carburo de boro";"Композит - кевлар карбид бора";"Композит — карбід бору";"Kompozyt - węglik boru";"Composto — kevlar e carboneto de boro";"Kompozit - kevlar bor karbür";"Kompozit - kevlar karbid boru";"Composite - kevlar boron carbide";"Lapisan komposit - kevlar boron karbida";"คอมโพสิต - เคฟลาร์ บอรอน คาร์ไบด์";"복합재 - 케블라 보론카바이드";"复\t合\t材\t料 — 凯\t芙\t拉\t纤\t维\t／\t碳\t化\t硼";"複合‐炭化\tホウ\t素";"複\t合\t材\t料：\t克\t維\t拉\t碳\t化\t硼";;
"armor_class/boron_carbide20";"Composite - kevlar boron carbide";"Composite - carbure de bore";"Composito - carburo di boro";"Verbundwerkstoff – Kevlar-Bor-Karbid";"Compuesto - kevlar carburo de boro";"Композит - кевлар карбид бора";"Композит — карбід бору";"Kompozyt - węglik boru";"Composto — kevlar e carboneto de boro";"Kompozit - kevlar bor karbür";"Kompozit - kevlar karbid boru";"Composite - kevlar boron carbide";"Lapisan komposit - kevlar boron karbida";"คอมโพสิต - เคฟลาร์ บอรอน คาร์ไบด์";"복합재 - 케블라 보론카바이드";"复\t合\t材\t料 — 凯\t芙\t拉\t纤\t维\t／\t碳\t化\t硼";"複合‐炭化\tホウ\t素";"複\t合\t材\t料：\t克\t維\t拉\t碳\t化\t硼";;
"armor_class/aramid18";"Ballistic protection (Aramid)";"Protection balistique (Aramide)";"Protezione Balistica (Aramide)";"Ballistischer Schutz (Aramid)";"Protección balística (Aramida)";"Баллистическая защита (Арамид)";"Балістичний захист (арамід)";"Ochrona balistyczna (Aramidowy)";"Proteção balística (aramida)";"Balistik koruma (Aramid)";"Balistická ochrana (Aramid)";"Ballistic protection (Aramid)";"Perlindungan balistik (Aramid)";"การป้องกันกระสุน (อารามิด)";"방호력 (아라미드)";"芳\t纶\t防\t弹\t板";"砲弾保護（アラミド）";"芳\t綸\t防\t彈\t板";;
"armor_class/amar_air20";"Composite - AMAP-AIR";"Composite - AMAP-AIR";"Composito - AMAP-ARIA";"Verbundwerkstoff – AMAP-AIR";"Compuesto - AMAP-AIR";"Композит - AMAP-AIR";"Композит — AMAP-AIR";"Kompozyt - AMAP-AIR";"Composto — AMAP-AIR";"Kompozit - AMAP-AIR";"Kompozit - AMAP-AIR";"Composite - AMAP-AIR";"Lapisan komposit - AMAP-AIR";"คอมโพสิต - AMAP-AIR";"복합재 - AMAP-AIR";"复\t合\t材\t料 — AMAP-AIR";"複合材料 - AMAP-AIR（先進的\tモジュール\t装甲防御「AIR」\t）";"複\t合\t材\t料：\tAMAP-AIR";;
"armor_class/composite16";"Composite - alum ceramic";"Composite - aluminium céramique";"Composito - alluminio ceramica ";"Verbundwerkstoff – Aluminiumkeramik";"Compuesto - alumbre-cerámica";"Композит - алюминий керамика";"Композит — алюмокераміка";"Kompozyt ceramiczny – tlenek glinu";"Composto — alumínio e cerâmica";"Kompozit - alümina seramik";"Kompozit - hliník keramika";"Composite - alum ceramic";"Lapisan komposit- keramik alumina";"คอมโพสิต - เซรามิกอลูมิเนียม";"복합재 - 알루미늄 세라믹";"复\t合\t材\t料 — 氧\t化\t铝\t陶\t瓷";"複合：\tアルミナセラミック";"複\t合\t材\t料：\t氧\t化\t鋁\t陶\t瓷";;
"armor_class/composite26";"Composite - alum ceramic";"Composite - aluminium céramique";"Composito - alluminio ceramica ";"Verbundwerkstoff – Aluminiumkeramik";"Compuesto - alumbre-cerámica";"Композит - алюминий керамика";"Композит — алюмокераміка";"Kompozyt ceramiczny – tlenek glinu";"Composto — alumínio e cerâmica";"Kompozit - alümina seramik";"Kompozit - hliník keramika";"Composite - alum ceramic";"Lapisan komposit- keramik alumina";"คอมโพสิต - เซรามิกอลูมิเนียม";"복합재 - 알루미늄 세라믹";"复\t合\t材\t料 — 氧\t化\t铝\t陶\t瓷";"複合：\tアルミナセラミック";"複\t合\t材\t料：\t氧\t化\t鋁\t陶\t瓷";;
"armor_class/ceramic16";"Ceramic";"Céramique";"Ceramica";"Keramik";"Cerámica";"Керамика";"Кераміка";"Ceramika";"Cerâmica";"Seramik";"Keramika";"Ceramic";"Keramik";"เซรามิก";"세라믹";"陶\t瓷";"セラミック";"陶\t瓷";;
"armor_class/titan10";"Titanium Alloy 10 mm";"Alliage de titane de 10 mm";"Lega di Titanio da 10mm";"Titanlegierung 10 mm";"Aleación de Titanio 10 mm";"Титановый сплав 10 мм";"Титановий сплав 10 мм";"Stop tytanu 10 mm";"Liga de titânio 10 mm";"Titanyum Alaşım 10 mm";"10 mm slitina titanu";"Titanium Alloy 10 mm";"Paduan Titanium 10 mm";"โลหะผสมไทเทเนียม 10 มม.";"10 mm 티타늄 합금";"10 毫\t米\t钛\t合\t金";"チタン\t合金 10 mm";"10 毫\t米\t鈦\t合\t金";;
"armor_class/titan11";"Titanium Alloy 11 mm";"Alliage de titane de 11 mm";"Lega di Titanio da 11mm";"Titanlegierung 11 mm";"Aleación de Titanio 11 mm";"Титановый сплав 11 мм";"Титановий сплав 11 мм";"Stop tytanu 11 mm";"Liga de titânio 11 mm";"Titanyum Alaşım 11 mm";"11 mm slitina titanu";"Titanium Alloy 11 mm";"Paduan Titanium 11 mm";"โลหะผสมไทเทเนียม 11 มม.";"11 mm 티타늄 합금";"11 毫\t米\t钛\t合\t金";"チタン\t合金 11 mm";"11 毫\t米\t鈦\t合\t金";;
"armor_class/titan17";"Titanium Alloy 17 mm";"Alliage de titane de 17 mm";"Lega di Titanio da 17mm";"Titanlegierung 17 mm";"Aleación de Titanio 17 mm";"Титановый сплав 17 мм";"Титановий сплав 17 мм";"Stop tytanu 17 mm";"Liga de titânio 17 mm";"Titanyum Alaşım 17 mm";"17 mm slitina titanu";"Titanium Alloy 17 mm";"Paduan Titanium 17 mm";"โลหะผสมไทเทเนียม 17 มม.";"17 mm 티타늄 합금";"17 毫\t米\t钛\t合\t金";"チタン\t合金 17 mm";"17 毫\t米\t鈦\t合\t金";;
"armor_class/titan24";"Titanium Alloy 24 mm";"Alliage de titane de 24 mm";"Lega di Titanio da 24mm";"Titanlegierung 24 mm";"Aleación de Titanio 24 mm";"Титановый сплав 24 мм";"Титановий сплав 24 мм";"Stop tytanu 24 mm";"Liga de titânio 24 mm";"Titanyum Alaşım 24 mm";"24 mm slitina titanu";"Titanium Alloy 24 mm";"Paduan Titanium 24 mm";"โลหะผสมไทเทเนียม 24 มม.";"24 mm 티타늄 합금";"24 毫\t米\t钛\t合\t金";"チタン\t合金 24 mm";"24 毫\t米\t鈦\t合\t金";;
"armor_class/titan38";"Titanium Alloy";"Alliage de titane";"Lega di Titanio";"Titanlegierung";"Aleación de Titanio";"Титановый сплав";"Титановий сплав";"Stop tytanu";"Liga de titânio";"Titanyum Alaşım";"Slitina titanu";"Titanium Alloy";"Paduan Titanium";"โลหะผสมไทเทเนียม";"티타늄 합금";"钛\t合\t金";"チタン\t合金";"鈦\t合\t金";;
"armor_class/kevlar5";"Kevlar";"Kevlar";"Kevlar";"Kevlar";"Kevlar";"Кевлар";"Кевлар";"Kevlar";"Kevlar";"Kevlar";"Kevlar";"Kevlar";"Kevlar";"เคฟลาร์";"케블라";"凯\t芙\t拉\t纤\t维";"ケブラー";"克\t維\t拉\t纖\t維";;
"armor_class/tt";"Torpedo tube";"Tube lance-torpilles";"Tubo Lanciasiluri";"Torpedorohr";"Tubo de torpedo";"Торпедный аппарат";"Торпедний апарат";"Wyrzutnia torpedowa";"Tubo lança-torpedos";"Torpido tüpü";"Torpédomet";"Torpedo tube";"Tabung torpedo";"ท่อยิงตอร์ปิโด";"어뢰 발사관";"鱼\t雷\t发\t射\t管";"魚雷発射管";"魚\t雷\t發\t射\t管";;
"armor_class/ERA_FY_1D1";"FY-1D1 ERA";"Blindage réactif FY-1D1";"FY-1D1 ERA";"FY-1D1 ERA";"ERA FY-1D1";"Динамическая защита FY-1D1";"ВДЗ FY-1D1";"ERA FY-1D1";"ERA FY-1D1";"FY-1D1 ERA";"ERA FY-1D1";"FY-1D1 ERA";"FY-1D1 ERA";"FY-1D1 ERA";"FY-1D1 활성반응장갑";"反\t应\t-1D1 爆\t炸\t反\t应\t装\t甲";"FY-1D1爆発反応装甲";"反\t應\t-1D1 爆\t炸\t反\t應\t裝\t甲";;
"armor_class/ERA_FY_2";"FY-2 ERA";"Blindage réactif FY-2";"ERA FY-2";"FY-2 ERA";"ERA FY-2";"Динамическая защита FY-2";"ВДЗ FY-2";"ERA FY-2";"ERA FY-2";"FY-2 ERA";"ERA FY-2";"FY-2 ERA";"FY-2 ERA";"FY-2 ERA";"FY-2 활성반응장갑";"反\t应\t-2 爆\t炸\t反\t应\t装\t甲";"FY-2爆発反応装甲";"反\t應\t-2 爆\t炸\t反\t應\t裝\t甲";;
"armor_class/ERA_FY_4";"FY-4 ERA";"Blindage réactif FY-4";"ERA FY-4";"FY-4 ERA";"ERA FY-4";"Динамическая защита FY-4";"ВДЗ FY-4";"ERA FY-4 ERA";"ERA FY-4";"FY-4 ERA";"ERA FY-4";"FY-4 ERA";"FY-4 ERA";"FY-4 ERA";"FY-4 활성반응장갑";"反\t应\t-4 爆\t炸\t反\t应\t装\t甲";"FY-4爆発反応装甲";"反\t應\t-4 爆\t炸\t反\t應\t裝\t甲";;
"armor_class/ERA_FY_5";"FY-5 ERA";"Blindage réactif FY-5";"FY-5 ERA";"FY-5 ERA";"ERA FY-5";"Динамическая защита FY-5";"ВДЗ FY-5";"ERA FY-5";"ERA FY-5";"FY-5 ERA";"ERA FY-5";"FY-5 ERA";"FY-5 ERA";"FY-5 ERA";"FY-5 활성반응장갑";"反\t应\t-5 爆\t炸\t反\t应\t装\t甲";"FY-5爆発反応装甲";"反\t應\t-5 爆\t炸\t反\t應\t裝\t甲";;
"armor_class/glass_fibre";"Fibre-glass";"Fibre de verre";"Fibra di vetro";"Glasfaser";"Fibra de vidrio";"Стеклопластик";"Скловолокно";"Włókno szklane";"Fibra de vidro";"Fiberglas";"Sklolaminát";"Fibre-glass";"Kaca serat";"ไฟเบอร์กลาส";"유리 섬유";"玻\t璃\t纤\t维";"ガラス\t繊維";"玻\t璃\t纖\t維";;
"armor_class/ERA_K_V";"""CONTACT-5"" INTEGRATED ERA";"Blindage réactif ""Kontakt-5""";"«CONTACT-5» REATTIVA";"„KONTAKT-5“ ERA (INTEGRIERT)";"ERA ""CONTACT-5"" INTEGRADO";"Встроенная динамическая защита ""КОНТАКТ-V""";"ВДЗ «КОНТАКТ-5»";"WBUDOWANA ERA „KONTAKT-5”";"ERA INTEGRADA ""CONTACT-5""";"""CONTACT-5"" ENTEGRA ERA";"integrovaný výbušný reaktivní pancíř 'KONTAKT-5'";"""CONTACT-5"" INTEGRATED ERA";"""CONTACT-5"" INTEGRATED ERA";"""CONTACT-5"" INTEGRATED ERA";"""콘탁트-5"" 활성반응장갑";"“接\t触”\t-5 嵌\t入\t式\t爆\t炸\t反\t应\t装\t甲";"«CONTACT-5» 爆発反応装甲";"接\t觸\t-5 爆\t炸\t反\t應\t裝\t甲";;
"armor_class/ERA_Relict";"""Relict"" ERA";"Blindage réactif ""Relikt""";"ERA ""Relict""";"„Relikt“ ERA";"""Relict"" ERA";"Динамическая защита ""Реликт""";"ВДЗ Relict";"ERA „Relikt”";"ERA ""Relict""";"""Relict"" ERA";"ERA ""Relikt""";"""Relict"" ERA";"""Relict"" ERA";"""Relict"" ERA";"""렐릭트"" ERA";"“化\t石”\t爆\t炸\t反\t应\t装\t甲";"残存爆発反応装甲";"化\t石\t爆\t炸\t反\t應\t裝\t甲";;
"armor_class/ERA_K_I";"""CONTACT-1"" ERA";"Blindage réactif ""Kontakt-1""";"Corazza «CONTACT-1»";"„KONTAKT-1“ ERA";"ERA ""CONTACT-1""";"Динамическая защита ""КОНТАКТ-I""";"ВДЗ «КОНТАКТ-1»";"ERA „KONTAKT-1”";"ERA ""CONTACT-1""";"""CONTACT-1"" ERA";"ERA ""KONTAKT-1""";"""CONTACT-1"" ERA";"""CONTACT-1"" ERA";"""CONTACT-1"" ERA";"""콘탁트-1"" 활성반응장갑";"“接\t触”\t-1 爆\t炸\t反\t应\t装\t甲";"«コンタークト\t1»爆発反応装甲";"接\t觸\t-1 爆\t炸\t反\t應\t裝\t甲";;
"armor_class/ERA_Blazer";"""Blazer"" ERA";"Blindage réactif ""Baltan""";"Corazza «Blazer»";"„Blazer“ ERA";"ERA ""Blazer""";"Динамическая защита ""Blazer""";"ВДЗ Blazer";"ERA „Blazer”";"ERA ""Blazer""";"""Blazer"" ERA";"ERA ""Blazer""";"""Blazer"" ERA";"""Blazer"" ERA";"""Blazer"" ERA";"""블레이저"" 활성반응장갑";"“夹\t克\t衫”\t爆\t炸\t反\t应\t装\t甲";"«ブレザー»爆発反応装甲";"夾\t克\t衫\t爆\t炸\t反\t應\t裝\t甲";;
"armor_class/ERA_tank";"Integrated ERA";"Blindage réactif intégré";"ERA integrata";"ERA (Integriert)";"ERA integrado";"Встроенная динамическая защита";"Вбудований динамічний захист";"Wbudowana ERA";"ERA Integrada";"Entegre ERA";"Integrovaná ERA";"Integrated ERA";"Integrated ERA";"ERA แบบบูรณาการ";"통합 활성반응장갑";"嵌\t入\t式\t反\t应\t装\t甲";"統合型爆発反応装甲";"内\t置\t式\t爆\t炸\t反\t應\t裝\t甲";;
"armor_class/ERA_DYNAS";"""DYNA"" ERA";"Blindage réactif DYNAS";"ERA ""DYNA""";"„DYNA“ ERA";"ERA ""DYNAS""";"Динамическая защита ""DYNA""";"ВДЗ DYNA";"ERA „DYNA”";"ERA ""DYNA""";"""DYNA"" ERA";"ERA ""DYNA""";"""DYNA"" ERA";"""DYNA"" ERA";"""DYNAS"" ERA";"""DYNA"" 활성반응장갑";"DYNA 爆\t炸\t反\t应\t装\t甲";"「DYNA」\t爆発反応装甲";"DYNA 爆\t炸\t反\t應\t裝\t甲";;
"armor_class/armour_aramide_fabric";"Spall liner";"Revêtement anti-éclats";"Protezione antischegge";"Splitterschutz";"Revestimiento anti-fragmentación";"Противоосколочный подбой";"Протиосколкова підкладка";"Osłona przeciwodłamkowa";"Revestimento antiestilhaços";"Spall liner";"Protistřepinová obšívka";"Spall liner";"Spall liner";"แผ่นป้องกันเศษกระสุน";"파편 방지대";"防\t崩\t落\t衬\t层";"スポールライナー";"防\t崩\t落\t襯\t層";;
"armor_class/t_90_hull_composite_armour";"Composite hull armor";"Blindage composite de châssis";"Corazza composita scafo";"Verbundwerkstoff-Wannenpanzerung";"Blindaje compuesto de casco";"Комбинированная броня корпуса";"Композитна броня корпусу";"Kompozytowy pancerz kadłuba";"Blindagem composta do casco";"Kompozit gövde zırhı";"Kompozitní pancíř trupu";"Composite hull armor";"Lapisan armor komposit lambung ";"เกราะตัวถังคอมโพสิต";"복합 차체장갑";"车\t体\t复\t合\t装\t甲";"車体複合装甲";"車\t體\t複\t合\t裝\t甲";;
"armor_class/t_90_turret_composite_armour";"Composite turret armor";"Blindage composite de tourelle";"Corazza composita torretta";"Verbundwerkstoff-Turmpanzerung";"Blindaje compuesto de torreta";"Комбинированная броня башни";"Композитна броня турелі";"Kompozytowy pancerz wieży";"Blindagem composta da torre";"Kompozit taret zırhı";"Kompozitní pancíř věže";"Composite turret armor";"Lapisan armor komposit turret";"เกราะป้อมปืนคอมโพสิต";"복합 포탑장갑";"炮\t塔\t复\t合\t装\t甲";"砲塔複合装甲";"砲\t塔\t複\t合\t裝\t甲";;
"armor_class/leopard_2a5_hull_composite_armour";"Composite hull armor";"Blindage composite de châssis";"Corazza composita scafo";"Verbundwerkstoff-Wannenpanzerung";"Blindaje compuesto de casco";"Комбинированная броня корпуса";"Композитна броня корпусу";"Kompozytowy pancerz kadłuba";"Blindagem composta do casco";"Kompozit gövde zırhı";"Kompozitní pancíř trupu";"Composite hull armor";"Lapisan armor komposit lambung";"เกราะตัวถังคอมโพสิต";"복합 차체장갑";"车\t体\t复\t合\t装\t甲";"車体複合装甲";"車\t體\t複\t合\t裝\t甲";;
"armor_class/leopard_2a5_turret_composite_armour";"Composite turret armor";"Blindage composite de tourelle";"Corazza composita torretta";"Verbundwerkstoff-Turmpanzerung";"Blindaje compuesto de torreta";"Комбинированная броня башни";"Композитна броня турелі";"Kompozytowy pancerz wieży";"Blindagem composta da torre";"Kompozit taret zırhı";"Kompozitní pancíř věže";"Composite turret armor";"Lapisan armor komposit turret";"เกราะป้อมปืนคอมโพสิต";"복합 포탑장갑";"炮\t塔\t复\t合\t装\t甲";"砲塔複合装甲";"炮\t塔\t複\t合\t裝\t甲";;
"armor_class/t_62m_composite_armor";"Metal-polymer block";"Bloc de métal-polymère";"Blocco di metallo-polimero";"Metall-Polymer-Block";"Bloque metal-polímero";"Металлополимерный блок";"Металополімерний блок";"Blok metalowo-polimerowy";"Bloco de metal e polímero";"Metal-polimer blok";"Kovově-polymerový blok";"Metal-polymer block";"Blok logam-polimer";"บล็อกโลหะ-พอลิเมอร์";"금속-폴리머 블록";"金\t属\t聚\t合\t物\t模\t块";"金属\tポリマーブロック";"金\t屬\t聚\t合\t物\t模\t塊";;
"armor_class/leopard_2a5_side_skirts_composite_armour";"Composite armor";"Blindage composite";"Corazzatura composita";"Verbundwerkstoff-Panzerung";"Blindaje compuesto";"Комбинированная броня";"Композитна броня";"Pancerz kompozytowy";"Blindagem composta";"Kompozit zırh";"Kompozitní pancíř";"Composite armor";"Lapisan armor komposit";"เกราะคอมโพสิต";"복합장갑";"复\t合\t装\t甲";"複合装甲";"複\t合\t裝\t甲";;
"armor_class/leopard_2a5_turret_nera";"External сomposite armor with NERA elements";"Blindage composite externe avec éléments NERA";"Corazzatura esterna composita con elementi NERA";"Externe Verbundwerkstoff-Panzerung mit NERA-Elementen";"Blindaje compuesto externo con elementos NERA";"Комбинированная броня с элементами NERA";"Зовнішня композитна броня з елементами NERA";"Zewnętrzny pancerz kompozytowy z elementami NERA";"Blindagem composta externa com elementos NERA";"NERA elemanlı harici karma zırh";"Vnější kompozitní pancíř s nevýbušnými reaktivními prvky";"External сomposite armor with NERA elements";"Lapisan armor komposit eksternal dengan elemen NERA";"เกราะคอมโพสิตภายนอกพร้อมองค์ประกอบ NERA";"비활성 복합재";"外\t部\t复\t合\t装\t甲\t（非\t爆\t炸\t式\t反\t应\t装\t甲\t夹\t层）";"非爆発性反応装甲の\t要素を\t備えた\t外部複合装甲";"外\t部\t複\t合\t裝\t甲 (惰\t性\t填\t料)";;
"armor_class/hull_side_special_armor";"Composite screen";"Blindage composite externe";"Protezioni composite";"Verbundwerkstoff-Schutzplatte";"Pantalla compuesta";"Композитный экран";"Композитний екран";"Panele kompozytowe";"Placa composta";"Kompozit plaka";"Kompozitní představný pancíř";"Composite screen";"Lapisan komposit tabir";"หน้าจอคอมโพสิต";"외부 복합 장갑재";"复\t合\t装\t甲\t裙\t板";"複合\tサイドスカート";"複\t合\t裝\t甲\t裙\t板";;
"armor_class/t_90_rubber_fabric_screens";"Rubber-fabric screens";"Plaques de tissu-caoutchouc";"Protezione di gomma-tessuto";"Gummi-Gewebe-Schutzplatte";"Pantallas de goma-textil";"Резинотканевые экраны";"Гумовотканинні екрани";"Ekrany gumowo-materiałowe";"Placas de borracha";"Kauçuk-kumaş perde";"Pryžotextilní bloky";"Rubber-fabric screens";"Tabir kain karet";"หน้าจอยาง-ผ้า";"고무 장갑판";"夹\t布\t橡\t胶\t装\t甲\t衬\t板";"ラバースクリーン";"橡\t膠\t防\t護\t板";;
"armor_class/roof_pro_additional_armor";"roofPRO composite armor";"Blindage composite roofPRO";"Corazza composita roofPRO";"roofPRO-Verbundwerkstoff-Panzerung";"Blindaje compuesto roofPRO";"Комбинированная броня roofPRO";"Композитна броня roofPRO";"Pancerz kompozytowy RoofPRO";"Blindagem composta roofPRO";"roofPRO kompozit zırh";"roofPRO kompozitní pancíř";"roofPRO composite armor";"Lapisan armor komposit roofPRO";"เกราะคอมโพสิต roofPRO";"roofPRO 복합장갑";"RoofPRO 复\t合\t装\t甲";"ルーフプロ\t複合装甲";"RoofPRO 複\t合\t裝\t甲";;
"armor_class/side_pro_additional_armor";"sidePRO composite armor";"Blindage composite sidePRO";"Corazza composita sidePRO";"sidePRO-Verbundwerkstoff-Panzerung";"Blindaje compuesto sidePRO";"Комбинированная броня sidePRO";"Композитна броня sidePRO";"Pancerz kompozytowy SidePRO";"Blindagem composta sidePRO";"sidePRO kompozit zırh";"sidePRO kompozitní pancíř";"sidePRO composite armor";"Lapisan armor komposit sidePRO";"เกราะคอมโพสิต sidePRO";"sidePRO 복합장갑";"SidePRO 复\t合\t装\t甲";"サイドプロ\t複合装甲";"SidePRO 複\t合\t裝\t甲";;
"armor_class/aircraft";"Hydroplane";"Hydravion";"Idrovolante";"Wasserflugzeug";"Hidroavión";"Гидросамолёт";"Гідроплан";"Wodnosamolot";"Hidroplano";"Deniz Uçağı";"Hydroplán";"Hydroplane";"Hydroplane";"เรือบินน้ำ";"수상기";"水\t上\t飞\t机";"水上機";"水\t上\t飛\t機";;
"armor_class/catapult";"Catapult";"Catapulte";"Catapulta";"Katapult";"Catapulta";"Авиационная катапульта";"Катапульта";"Katapulta";"Catapulta";"Mancınık";"Katapult";"Catapult";"Katapel";"คาตาปัลต์";"캐터펄트";"弹\t射\t器";"カタパルト";"彈\t射\t器";;
"armor_class/catapult_mount";"Catapult mount";"Montage catapulte";"Rampa Catapulta";"Katapulthalterung";"Estructura de catapulta";"Поворотная платформа авиационной катапульты";"Фіксатор катапульти";"Mocowanie katapulty";"Base de catapulta";"Mancınık yuvası";"Držák katapultu";"Catapult mount";"Dudukan katapel";"ขาตั้งกระสุนยิง";"캐터펄트 마운트";"弹\t射\t器\t底\t座";"カタパルト\t懸架";"彈\t射\t器\t底\t座";;
"armor_class/air_tank";"Pressurised air tanks";"Réservoirs d'oxygène pressurisés";"Pressurised air tanks";"Druckluftbehälter";"Tanques de aire presurizado";"Баллоны с воздухом высокого давления";"Резервуари для стисненого повітря";"Zbiorniki sprężonego powietrza";"Tanques de ar pressurizado";"Basınçlı hava tankları";"Tlakové nádrže na vzduch";"Pressurised air tanks";"Tangki udara bertekanan";"ถังอากาศแรงดัน";"고압 공기통";"高\t压\t气\t瓶";"加圧空気\tタンク";"高\t壓\t氣\t瓶";;
"armor_class/ballast_tank";"Ballast tank";"Ballast";"Serbatoio Zavorra";"Ballasttank";"Tanque de lastre";"Балластная цистерна";"Резервуар для баласту";"Zbiornik balastowy";"Tanque de lastro";"Balast tankı";"Balastní nádrž";"Ballast tank";"Tangki ballast";"ถังถ่วงน้ำหนัก";"밸러스트 탱크";"压\t载\t水\t舱";"バラストタンク";"壓\t載\t水\t艙";;
"armor_class/battery";"Battery";"Batterie";"Batteria";"Batterie";"Batería";"Аккумуляторы";"Батарея";"Akumulator";"Bateria";"Akü";"Baterie";"Battery";"Baterai";"แบตเตอรี่";"전지";"电\t池";"バッテリー";"電\t池";;
"armor_class/periscope";"Periscope";"Périscope";"Periscopio";"Periskop";"Periscopio";"Перископ";"Перископ";"Peryskop";"Periscópio";"Periskop";"Periskop";"Periscope";"Periskop";"กล้องเพริสโคป";"잠망경";"潜\t望\t镜";"潜望鏡";"潛\t望\t鏡";;
"xray/armor_composition";"Composition";"Composition";"Composizione";"Zusammensetzung";"Composición";"Состав";"Склад";"Kompozycja";"Composição";"Bileşim";"Složení";"Composition";"Komposisi";"Composition";"장갑 구조";"装\t甲\t组\t分";"複合";"複\t合\t材\t料";;
"xray/ammo/first_stage";"First-stage ammo stowage";"Râtelier de munitions prioritaire";"Stiva di munizioni primaria";"Bereitschaftsmunitionslagerung";"Estiba de munición de primer orden";"Боеукладка первой очереди";"Боєукладка першої черги";"Magazyn pierwszego wyboru";"Primeiro estágio de armazenamento de munição";"İlk aşama cephane istifi";"Pohotovostní zásobník munice";"First-stage ammo stowage";"Penyimpanan amunisi tahap pertama";"First-stage ammo stowage";"즉응탄 적재소";"待\t发\t弹\t药\t架";"第一次弾薬庫";"待\t發\t彈\t藥\t架";;
"xray/ammo/first_stage_ship";"Ready-use ammo";"Râtelier prioritaire";"Munizioni pronte all'uso";"Bereitschaftsmunition";"Munición de uso inmediato";"Боеукладка первых выстрелов";"Боєукладка першої черги";"Amunicja gotowa do użycia";"Munição carregada";"Kullanıma hazır cephane";"Pohotovostní munice";"Ready-use ammo";"Amunisi siap pakai";"Ready-use ammo";"준비탄";"待\t发\t弹\t药";"即時使用可能な\t弾薬";"待\t發\t彈\t藥";;
"xray/ammo/auto_load";"Automatic loading";"Chargement automatique";"Caricamento automatico";"Automatisches Laden";"Carga automática";"Автомат заряжания";"Автомат заряджання";"Mechanizm automatycznego ładowania";"Carregamento automático";"Otomatik yükleme";"Automatické nabíjení";"Automatic loading";"Pemuatan otomatis";"Automatic loading";"자동 장전";"自\t动\t装\t填";"自動装填";"自\t動\t裝\t彈";;
"xray/ammo/mechanized_ammo_rack";"Mechanized Ammo Rack";"Râtelier de munitions mécanisé";"Stiva Munizioni Meccanizata";"Mechanisiertes Munitionslager";"Bastidor de Munición Mecanizado";"Механизированная укладка";"Механізована укладка";"Zmechanizowany magazyn amunicyjny";"Depósito de munições mecanizado";"Mekanize Cephane Rafı";"Mechanizovaný zásobník munice";"Mechanized Ammo Rack";"Rak Amunisi Mekanis";"Mechanized Ammo Rack";"자동화된 탄약고";"机\t械\t化\t弹\t药\t架";"機械化された\t弾薬架";"機\t械\t化\t彈\t藥\t架";;
"xray/transmission/maxSpeed/forward";"Max speed, forward";"Vitesse maximale, en marche avant";"Velocità massima, avanti";"Max. Geschwindigkeit, vorwärts";"Velocidad máxima, adelante";"Максимальная скорость, вперед";"Максимальна швидкість, вперед";"Maksymalna szybkość do przodu";"Velocidade máxima a frente";"Maksimum hız, ileri";"Max rychlost, vpřed";"Max speed, forward";"Kecepatan maks, maju";"Max speed, forward";"최대속도, 전진";"最\t大\t前\t进\t速\t度";"最大速度、\t前進";"最\t大\t前\t進\t速\t度";;
"xray/transmission/maxSpeed/backward";"Max speed, backward";"Vitesse maximale, en marche arrière";"Velocità massima, indietro";"Max. Geschwindigkeit, rückwärts";"Velocidad máxima, reversa";"Максимальная скорость, назад";"Максимальна швидкість, назад";"Maksymalna szybkość wstecz";"Velocidade máxima em reverso";"Maksimum hız, geri";"Max rychlost, vzad";"Max speed, backward";"Kecepatan maks, mundur";"Max speed, backward";"최대속도, 후진";"最\t大\t后\t退\t速\t度";"最大速度、\t後退";"最\t大\t後\t退\t速\t度";;
"xray/transmission/gears";"Gears";"Transmission";"Marce";"Gänge";"Marchas";"Передачи";"Передачі";"Biegi";"Engrenagens";"Dişliler";"Převodová kola";"Gears";"Roda gigi";"Gears";"기어";"档\t位";"ギア";"檔\t位";;
"xray/fire_control/weapons";"Gives fire solution for:";"Donne une solution de tir pour:";"Dà la soluzione di fuoco per:";"Gibt Ziellösung für:";"Da solución de tiro para:";"Выдача целеуказания для:";"Видача цілевказівки для:";"Wyznacza namiar dla:";"Dá solução de tiro para:";"Şunun için ateş çözümü sağlar:";"Dává palebné řešení pro:";"Δίνει λύσεις στόχευσης για:";"Memberikan target tembakan untuk:";"กำหนดเป้าหมายยิงให้กับ:";"다음 장비의 사격 통제:";"指\t挥\t对\t象：";"射撃諸元の\t管制対象:";"指\t揮\t對\t象：";;
