"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"help/unitInfo";"Here you can see the information about the selected vehicle, the selected crew or favourite achievements.";"Afficher / masquer les informations sur le véhicule sélectionne.";"Mostra / nasconde le informazioni sull'unità corrente.";"Hier kannst du Infos über das ausgewählte Fahrzeug, die ausgewählte Crew oder deine beliebtesten Errungenschaften erhalten.";"Aquí puedes ver la información sobre el vehículo seleccionado, la tripulación seleccionada o los logros favoritos.";"Здесь вы можете посмотреть информацию о выбранной технике, о выбранном экипаже или избранных достижениях.";"Тут ви можете подивитися інформацію про обрану техніку, про обраний екіпаж або обраних досягненнях.";"Wyświetl / ukryj informacje o aktualnie wybranej maszynie.";"Aqui pode ver informação acerca da unidade selecionada, a tripulação selecionada ou conquistas favoritas.";"Seçili aracın bilgilerini göster/gizle.";"Zobrazit / skrýt informace o stroji";"Εδώ μπορείτε να δείτε τις πληροφορίες για το επιλεγμένο όχημα, το επιλεγμένο πλήρωμα ή τα αγαπημένα επιτεύγματα.";"Di sini kamu bisa melihat informasi tentang kendaraan yang dipilih, kru yang dipilih, atau pencapaian favorit.";"คุณสามารถดูข้อมูลเกี่ยวกับพาหนะที่เลือก กำลังพลที่เลือก หรือความสำเร็จที่เป็นรายการโปรดได้";"현재 장비에 대한 정보를 나타내거나 숨깁니다.";"显\t示\t或\t隐\t藏\t当\t前\t载\t具\t的\t性\t能\t参\t数\t面\t板。";"現在の\t機体に\t関する\t情報を\t表示/非表示。";"這\t裡\t可\t以\t查\t看\t關\t於\t所\t選\t擇\t的\t載\t具，\t乘\t員\t組\t或\t是\t收\t藏\t的\t成\t就\t等\t等\t的\t相\t關\t資\t訊";;
"help/dm_viewer";"Enable armour viewing mode or ""X-ray"" viewing mode.";"Activer le mode de visualisation du blindage ou le mode ""Rayons-X"".";"Abilita la visualizzazione dell'ispezione armatura o la modalità ""Raggi-X"".";"Aktiviert den Analysemodus für Panzerung- oder Röntenansicht.";"Activa la visión del blindaje o la visión con rayos X.";"Включить режим осмотра брони или режим ""рентгена"".";"Включити режим огляду броні або режим ""рентгена"".";"Tryb podglądu ""X-Ray"".
Pozwoli Ci na ujrzenie poszczególnych modułów, a także rozmieszczenia załogi wewnątrz czołgu. ";"Ativar o modo de visualização de armadura ou de ''raios X''.";"Zırh görüntüleme modu veya ""X-Ray"" görüntüleme modunu etkinleştirin.";"Zapnout zobrazení pancíře nebo rentgen";"Ενεργοποιήστε τη λειτουργία προβολής θωράκισης ή τη λειτουργία προβολής «ακτίνες Χ».";"Aktifkan mode tampilan armor atau mode tampilan ""sinar-X"".";"เปิดใช้โหมดดูเกราะหรือโหมดมุมมอง ""เอ็กซ์เรย์""";"""내부 보기"" 모드를 사용하거나 방호력을 확인할 수 있습니다.";"展\t示\t装\t甲\t防\t护\t或\t内\t构\t布\t局。";"装甲表示\tモードもしくは「X\t線」\t表示\tモードを\t有効化。";"展\t示\t裝\t甲\t防\t護\t或\t內\t構\t佈\t局。";;
"artillery_strike/allowed";"You can call an artillery strike here.";"Vous pouvez demander une frappe d'artillerie ici.";"Puoi chiamare il fuoco di artiglieria qui.";"Du kannst auf diese Koordinaten einen Artillerieschlag anfordern.";"Se puede activar un ataque de artillería.";"Сюда можно вызвать артиллерийский удар.";"Сюди можна викликати артилерійський удар.";"Tutaj możesz wezwać ostrzał artyleryjski.";"Você pode chamar uma salva de artilharia aqui.";"Buraya bir topçu saldırısı çağırabilirsin.";"Zde můžeš zavolat palebnou podporu";"Μπορείτε να στείλετε κάλεσμα για χτύπημα πυροβολικού εδώ.";"Kamu bisa melakukan serangan artileri di sini.";"คุณสามารถสั่งจู่โจมด้วยปืนใหญ่ได้ที่นี่";"여기에서 지원 포격을 요청할 수 있습니다.";"可\t呼\t叫\t火\t炮\t支\t援\t打\t击\t该\t处。";"ここでは\t砲撃要請を\t行うことができます。";"你\t可\t以\t呼\t叫\t火\t炮\t支\t援\t攻\t擊\t這\t裡";;
"artillery_strike/not_allowed";"Select the point where you can call an artillery strike.";"Sélectionnez le point où vous voulez une frappe d'artillerie.";"Scegli il punto dove vuoi che l'artiglieria colpisca.";"Wähle den Punkt, an dem du einen Artillerieschlag auslösen kannst.";"Seleccionar el punto donde puedes llamar un ataque de artillería.";"Выберите точку, в которую можно вызвать артиллерийский удар.";"Виберіть точку, в яку можна викликати артилерійський удар.";"Zaznacz miejsce, w którym możesz wezwać ostrzał artyleryjski.";"Selecione o ponto onde pode pedir um ataque de artilharia.";"Topçu saldırısı çağırabileceğiniz bir nokta seçin.";"Vyber bod, na který chceš zavolat palebnou podporu.";"Επιλέξτε το σημείο στο οποίο μπορείτε να διατάξετε ένα χτύπημα πυροβολικού.";"Pilih titik untuk memanggil serangan artileri.";"เลือกตำแหน่งที่คุณสามารถสั่งจู่โจมด้วยปืนใหญ่ได้";"포격을 가할 장소를 선택하세요.";"请\t选\t择\t可\t进\t行\t火\t力\t打\t击\t的\t位\t置";"砲撃を\t要請したい\t地点を\t選択しましょう。";"選\t擇\t你\t想\t要\t呼\t叫\t火\t砲\t攻\t擊\t的\t地\t點";;
"artillery_strike/usage_info";"Drag the crosshair to the desired location, and press {button} to call an artillery strike. The circle in the crosshair centre shows the projectiles dispersion radius.";"Déplacez le réticule jusqu'à la position souhaitée puis appuyez sur {button} pour appeler une frappe d'artillerie. Le cercle au centre du réticule indique le rayon de dispersion des projectiles.";"Trascina il mirino nel punto desiderato e premi il tasto {button} per chiamare uno sbarramento di artiglieria. Il cerchio al centro del mirino mostra il raggio di dispersione dei proiettili.";"Ziehe das Fadenkreuz an die gewünschte Stelle und drücke {button}, um einen Artillerieschlag auszulösen. Der Kreis in der Mitte des Fadenkreuzes zeigt den Streuradius des Geschosses an.";"Arrastra el punto de mira hasta el lugar deseado y pulsa {button} para solicitar un ataque de artillería. El círculo en el centro de la retícula muestra el radio de dispersión de los proyectiles.";"Перетащите перекрестие на нужное место, и нажмите {button} чтобы вызвать артиллерийский удар. Круг в центре перекрестия показывает радиус рассеивания снарядов.";"Перетягніть перехрестя на потрібне місце, і натисніть {button}, щоб викликати артилерійський удар. Коло в центрі перехрестя показує радіус розсіювання снарядів.";"Przeciągnij celownik na wybrane miejsce i naciśnij {button}, aby wezwać ostrzał artyleryjski. Okrąg w celowniku wskazuje obszar, w który uderzą pociski.";"Arraste a mira para o local pretendido e prima {button} para lançar uma salva de artilharia. O círculo no centro da mira mostra o raio de dispersão dos projéteis.";"Nişangâhı istediğin konuma sürükleyerek {button} düğmesine bas ve topçu saldırısı iste! Topların saçılma menzili nişangâhın ortasındaki çemberle gösterilir";"Přetáhni zaměřovací kříž na požadované místo a stisknutím tlačítka {button} přivoláš dělostřelecký útok. Kruh ve středu zaměřovače ukazuje poloměr rozptylu střel.";"Σύρετε το σταυρόνημα στην επιθυμητή θέση και πατήστε {button} για να δώσετε εντολή για χτύπημα πυροβολικού. Ο κύκλος στο κέντρο του στόχου δείχνει την ακτίνα διασποράς των βλημάτων.";"Seret garis bidik ke lokasi yang diinginkan, lalu ketuk {button} untuk memanggil serangan artileri. Lingkaran di pusat garis bidik akan menunjukkan radius penyebaran proyektil.";"ลากศูนย์เล็งไปยังตำแหน่งที่ต้องการ แล้วกด {button} เพื่อเรียกการจู่โจมด้วยปืนใหญ่ วงกลมที่กลางศูนย์เล็งแสดงรัศมีการกระจายตัวของกระสุน";"크로스헤어를 원하는 위치에 놓은 뒤, {button}을(를) 눌러 포격을 요청할 수 있습니다. 크로스헤어 안의 원형 지점을 통해 포탄의 산개 범위를 확인할 수 있습니다.";"将\t准\t星\t指\t向\t目\t标\t区\t域，\t按\t下 {button} 呼\t叫\t炮\t火\t支\t援。\t准\t星\t中\t央\t的\t圆\t形\t区\t域\t大\t小\t指\t示\t了\t炮\t弹\t的\t散\t布\t半\t径。";"照準を\t希望の\tロケーションまで\tドラッグして、\t{button}を\t押して\t砲撃を\t要請します。\t照準中心にある\t円は、\t弾の\t分散半径を\t表しています。";"將\t準\t星\t指\t向\t目\t標\t區\t域，\t按\t下 {button} 呼\t叫\t炮\t火\t支\t援。\t準\t星\t中\t央\t的\t圓\t形\t區\t域\t大\t小\t指\t示\t了\t砲\t彈\t的\t散\t佈\t半\t徑。";;
"hints/tutorial_newbie/aircraft_aiming/step1";"To destroy a selected opponent, shoot ahead of it.";"Pour détruire un ennemi sélectionné, tirez en anticipant sa trajectoire.";"Per distruggere il nemico selezionato, spara in previsione.";"Um den markierten Feind zu zerstören, musst du deine Waffen vorhalten.";"Para destruir al oponente seleccionado, dispara anticipando su trayectoria.";"Чтобы уничтожить выбранного противника, стреляйте на упреждение.";"Щоб знищити обраного противника, стріляйте на випередження.";"Aby zniszczyć wroga, strzelaj z wyprzedzeniem.";"Para destruir o oponente selecionado, dispare ao local previsto.";"Seçilen rakibi yok etmek için doğru yere ateş et.";"Pro zničení vybraného soupeře střílej na ukazatel předsazení";"Για να καταστρέψετε έναν επιλεγμένο αντίπαλο, πυροβολήστε.";"Untuk menghancurkan lawan yang dipilih, tembak untuk membuat prediksi.";"ทำลายศัตรูที่เลือกโดยทำการยิงเพื่อกะตำแหน่ง";"선택한 적을 격파하기 위해서는 예측표지에 사격해야 한다.";"在\t射\t击\t时\t给\t出\t提\t前\t量，\t才\t能\t击\t落\t目\t标。";"選択した\t相手を\t撃破するには、\t予測照準器の\t示す\t位置を\t狙ってください。";"在\t射\t擊\t時\t給\t出\t提\t前\t量，\t才\t能\t擊\t落\t目\t標。";;
"hints/tutorial_newbie/aircraft_aiming/step2";"To do this, align the crosshair with a leading marker of an enemy aircraft.";"Pour cela, alignez votre viseur et le marqueur principal de l'avion ennemi.";"Per fare ciò, allinea il mirino con l'indicatore di direzione dell'aereo nemico.";"Ziele dafür mit deinem Fadenkreuz auf die Vorhaltehilfe eines markierten Feindflugzeugs.";"Para hacerlo, alinea la mira con el indicador de apuntado del avión enemigo.";"Для этого совместите прицел с маркером упреждения вражеского самолёта.";"Для цього сумістіть приціл з маркером випередження ворожого літака.";"Aby to zrobić, przesuń celownik na znacznik wyprzedzenia przy wrogim samolocie.";"Para fazer isso, alinhe a mira com o marcador de liderança do avião inimigo.";"Bunu yapmak için , hedef işaretçisi düşman uçağının ana işaretleyicisinin üzerine getirin.";"Naveď zaměřovací kříž na ukazatel předsazení nepřátelského letadla";"Για να το κάνετε αυτό, ευθυγραμμίστε το σταυρόνημα με έναν δείκτη σημαδιού ενός εχθρικού αεροσκάφους.";"Untuk melakukannya, sejajarkan garis bidik dengan penanda arah pesawat musuh.";"ปรับศูนย์เล็งด้วยสัญลักษณ์ตัวนำของอากาศยานศัตรู";"이를 위해서 조준점을 적기의 예측표지와 일치시킨다.";"为\t此，\t将\t准\t星\t移\t向\t目\t标\t前\t方\t的\t提\t前\t量\t指\t示\t圈。";"リードマーカーの\t十字を\t敵機に\t合わせて\t下さい。";"為\t此，\t將\t十\t字\t瞄\t準\t線\t與\t敵\t方\t飛\t機\t的\t前\t導\t標\t記\t對\t齊";;
"hints/tutorial_newbie/aircraft_aiming/step3";"When the crosshair and the lead angle indicator line up, open fire.";"Quand le viseur et le marqueur principal sont alignés, ouvrez le feu.";"Quando il mirino e l'indicatore di direzione sono allineati, apri il fuoco.";"Eröffne das Feuer, sobald sich Fadenkreuz und Vorhaltehilfe überschneiden.";"Cuando la mira y el indicador se alineen, dispara.";"После того как прицел и маркер упреждения сошлись, открывайте огонь по противнику.";"Після того як приціл та маркер випередження зійшлися, відкривайте вогонь.";"Otwórz ogień gdy celownik zgra się ze znacznikiem wyprzedzenia.";"Quando a mira e o marcador de tiro se alinharem, abra fogo.";"Hedef işaretleyicisi , ana işaretçiyle hizalandığında ateş edin.";"Až se záměrný kříž dostane na ukazatel předsazení, zahaj palbu";"Όταν το σταυρόνημα και ο δείκτης γωνίας σημαδιού ευθυγραμμιστούν, ανοίξτε πυρ.";"Mulailah menembak jika garis bidik dan indikator sudut utama sudah sejajar.";"เมื่อศูนย์เล็งและตัวระบุองศานำทางตรงกัน ให้เริ่มยิง";"예측표지와 조준점이 일치했을 때 사격하면 된다.";"当\t准\t星\t对\t准\t指\t示\t圈\t时\t开\t火。";"リードアングルと\t十字線が\t重なったときに\t攻撃します。";"當\t十\t字\t準\t心\t和\t指\t示\t圈\t對\t準\t時\t開\t火。";;
"hints/mission_goals_for_newbies/mission_goal";"This is the goal of the mission";"Il s'agit de l'objectif de la mission";"Questo é l'obbiettivo della missione";"Dies ist das Ziel der Mission";"Este es el objetivo de la misión";"Это цель миссии";"Це мета місії";"Jest to cel misji";"Este é o objetivo da missão";"Bu, görevin hedefidir";"Toto je cíl mise";"Αυτός είναι ο στόχος της αποστολής";"Ini adalah tujuan misi";"นี่คือเป้าหมายของภารกิจ";"이곳에 임무 목표가 표시됩니다";"这\t是\t本\t次\t任\t务\t的\t目\t标";"これが\tミッションゴール";"這\t是\t本\t次\t任\t務\t的\t目\t標";;
"hints/mission_goals_for_newbies/this_is_minimap";"You can see the capture points on the minimap (as well as team spawns)";"Vous pouvez voir les points de capture sur la mini-carte (ainsi que les spawns d'équipe)";"Puoi vedere i punti di cattura sulla minimappa (così come i punti rigenerazione delle squadre)";"Du kannst die Eroberungspunkte auf der Minimap sehen (ebenso wie die Teamspawns)";"Puedes ver los puntos de captura en el minimapa (así como los spawns de los equipos)";"На миникарте обозначены точки захвата и точки возрождения команд";"На мінікарті позначені точки захоплення та точки відродження команд";"Na minimapie widać punkty do przejęcia (jak również punkty odrodzenia drużyny)";"Pode ver os pontos de camptura no minimapa, assim como os spawns da equipe";"Mini haritada ele geçirilecek noktaları görebilirsin (Ayrıca takımın doğacağı noktaları da görebilirsin)";"Na minimapě jsou vidět zóny pro obsazení (a také místa nasazení týmů)";"Μπορείτε να δείτε τα σημεία κατάληψης στο minimap (καθώς και τα spawns της ομάδας)";"Kamu bisa melihat titik perebutan di peta mini (serta spawn tim)";"คุณสามารถดูตำแหน่งยึดพื้นที่ได้บนมินิแมพ (รวมถึงจุดเกิดของทีม)";"미니맵 상에 위치한 점령 지역과 부활 지역을 확인하실 수 있습니다.";"可\t以\t在\t小\t地\t图\t上\t看\t到\t战\t区\t与\t双\t方\t的\t出\t生\t点\t位\t置";"ミニマップから\t占領地点を\t確認できる（チームの\tスポーンも\t同様）";"可\t以\t在\t小\t地\t圖\t上\t看\t到\t戰\t區\t與\t雙\t方\t的\t出\t生\t點\t位\t置";;
"hints/mission_goals_for_newbies/this_is_capture_point";"Using the minimap and HUD indicators find your way to the closest capture point";"À l'aide de la mini-carte et des indicateurs HUD, trouvez votre chemin vers le point de capture le plus proche";"Usando la minimappa e gli indicatori dell'interfaccia, trova la rotta per il punto di cattura più vicino";"Finde mit Hilfe der Minimap und der HUD-Anzeigen den Weg zum nächstgelegenen Eroberungspunkt";"Utilizando el minimapa y los indicadores del HUD, encuentra el camino hacia el punto de captura más cercano";"Используя карту и индикаторы интерфейса следуйте к ближайшей точке захвата";"Використовуючи картку та індикатори інтерфейсу, дотримуйтесь найближчої точки захоплення";"Korzystając z minimapy i wskaźników HUD znajdź drogę do najbliższego punktu do przejęcia";"Usando o minimapa e indicadores HUD, encontre o ponto de captura mais próximo";"Mini haritayı ve HUD göstergelerini kullanarak en yakın ele geçirilecek noktaya giden yolu bul";"Pomocí minimapy a HUDu najdi cestu k nejbližší zóně obsazení";"Χρησιμοποιώντας το minimap και τους δείκτες HUD κατευθυνθείτε προς το πλησιέστερο σημείο κατάληψης";"Temukan jalan menuju titik perebutan terdekat menggunakan indikator peta mini dan HUD";"ใช้มินิแมพและตัวระบุ HUD เพื่อหาเส้นทางไปยังตำแหน่งยึดพื้นที่ซึ่งอยู่ใกล้ที่สุด";"미니맵 그리고 HUD 인디케이터를 사용하면 가장 가까운 점령 지점으로 이동할 수 있습니다";"根\t据\t小\t地\t图\t与\t平\t显\t指\t示\t器\t提\t示，\t前\t往\t最\t近\t的\t战\t区";"ミニマップと\tHUDの\tインジケーターを\t使って、\t最も\t近くにある\t占領地点への\t道を\t探そう";"根\t據\t小\t地\t圖\t與 HUD 提\t示，\t前\t往\t最\t近\t的\t戰\t區";;
"hints/mission_goals_for_newbies/you_are_capturing";"This tells you that you're capturing the zone";"Cela indique que vous capturez la zone";"Questo ti indica che stai catturando la zona";"Dies zeigt Dir an, dass Du die Zone eroberst";"Esto te indica que estás capturando la zona";"Это означает, что вы захватываете зону";"Це означає, що ви захоплюєте зону";"To mówi ci, że przechwytujesz strefę";"Isto indica que está capturando a zona";"Bu sana bölgeyi ele geçirdiğini gösterir";"To znamená, že obsazuješ zónu";"Αυτό σας λέει ότι καταλαμβάνετε τη ζώνη";"Ini menunjukkan bahwa kamu merebut zona";"สิ่งนี้ระบุว่าคุณกำลังทำการยึดพื้นที่";"이것을 통해 지역을 점령하고 있음을 알 수 있습니다.";"该\t图\t标\t表\t示\t玩\t家\t正\t在\t占\t领\t战\t区";"これは\t君がこの\tゾーンを\t占領していることを\t示している";"該\t圖\t標\t表\t示\t玩\t家\t正\t在\t佔\t領\t戰\t區";;
"hints/mission_goals_for_newbies/capture_zones";"These are the indicators for capture points in the battle and their status";"Ce sont les indicateurs des points de capture en bataille et leur statut";"Questi sono gli indicatori per i punti di cattura nella battaglia e il loro stato";"Dies sind die Indikatoren für Eroberungspunkte in der Schlacht und ihr Status";"Estos son los indicadores de los puntos de captura en la batalla y su estado";"Это индикаторы точек захвата и их статус";"Це індикатори точок захоплення та їх статус";"To są wskaźniki punktów do przejęcia w bitwie i ich status";"Estes são os indicadores de pontos de captura na batalha e respetivo estado";"Bunlar, savaşta ele geçirilecek noktaların ve durumlarının göstergeleridir";"Toto jsou ukazatele obsazení oblastí v bitvě a jejich stav";"Αυτοί είναι οι δείκτες για τα σημεία κατάληψης στη μάχη και για την κατάστασή τους";"Ini adalah indikator untuk titik perebutan dalam pertempuran dan statusnya";"นี่คือตัวระบุบอกตำแหน่งยึดพื้นที่ในการต่อสู้และสถานะปัจจุบัน";"전장 내에 위치한 점령 지역들과 점령 상황에 관한 인디케이터입니다.";"地\t图\t上\t战\t区\t对\t应\t的\t战\t区\t显\t示\t在\t此\t处，\t提\t示\t战\t区\t当\t前\t占\t领\t状\t态";"バトル\t中の\t占領地点とその\t状態を\t示す\tインジケーター";"地\t圖\t上\t戰\t區\t對\t應\t的\t戰\t區\t顯\t示\t在\t此\t處，\t提\t示\t戰\t區\t當\t前\t佔\t領\t狀\t態";;
"hints/mission_goals_for_newbies/this_is_score_board";"Controlling the majority of capture points will make the opposite team to loose tickets over time";"Contrôler les majorité des points de capture fera perdre des tickets à l'équipe adverse avec le temps";"Controllando la maggior parte dei punti di cattura, farai perdere punti alla squadra avversaria con lo scorrere del tempo";"Je mehr Eroberungspunkte ein Team kontrolliert, desto mehr Tickets verliert das gegnerische Team mit der Zeit";"Controlar la mayoría de los puntos de captura hará que el equipo adversario pierda tickets con el tiempo";"Захват большинства точек уменьшает очки противоположной команды";"Захоплення більшості точок зменшує очки протилежної команди";"Kontrolowanie większości punktów do przejęcia sprawi, że drużyna przeciwna będzie z czasem tracić punkty";"O controle da maioria dos pontos de captura irá fazer com que a equipe adversária perca pontos ao longo do tempo";"Ele geçirilecek noktaların çoğunu kontrolüne aldığında rakip takım zaman geçtikçe bilet kaybeder";"Ovládnutí většiny oblastí pro obsazení způsobí, že nepřátelský tým začne časem ztrácet body";"Ο έλεγχος της πλειοψηφίας των σημείων κατάληψης θα κάνει την αντίπαλη ομάδα να χάσει εισιτήρια με την πάροδο του χρόνου";"Penguasaan atas sebagian besar titik perebutan akan membuat tim lawan kehilangan tiket dari waktu ke waktu";"การครอบครองตำแหน่งยึดพื้นที่ส่วนใหญ่จะทำให้ทีมฝ่ายตรงข้ามเสียตั๋วไปเรื่อยๆ";"어느 한 팀이 더 많은 수의 지역을 점령하면, 상대 팀은 티켓을 잃기 시작합니다.";"当\t一\t方\t占\t领\t了\t更\t多\t战\t区\t时，\t另\t一\t方\t便\t会\t逐\t渐\t减\t分";"占領地点の\t大半を\t支配することで、\t相手\tチームは\t時間経過とともに\tチケットを\t失う";"當\t一\t方\t佔\t領\t了\t更\t多\t戰\t區\t時，\t另\t一\t方\t便\t會\t逐\t漸\t減\t分";;
"hints/mission_goals_for_newbies/ticket_loose";"The team that lost all their tickets looses the battle";"L'équipe qui a perdu tous ses tickets perd la bataille";"La squadra che perde tutti i suoi punti, perde la battaglia";"Das Team, das alle Tickets verloren hat, verliert die Schlacht";"El equipo que pierda todos sus tickets pierde la batalla";"Команда, потерявшая все очки, проигрывает бой";"Команда, яка втратила всі очки, програє бій";"Drużyna, która straciła wszystkie punky przegrywa bitwę";"A equipe que perder todos os pontos, perde a batalha";"Biletlerinin hepsini kaybeden takım, savaşı kaybeder";"Tým, který ztratí všechny body prohraje bitvu";"Η ομάδα που έχασε όλα της τα εισιτήρια χάνει τη μάχη";"Tim yang kehilangan semua tiketnya akan kalah dalam pertempuran";"ทีมที่เสียตั๋วไปทั้งหมดจะพ่ายแพ้การต่อสู้";"티켓을 모두 잃은 팀은 전투에서 패배합니다.";"分\t数\t耗\t尽\t的\t一\t方\t将\t输\t掉\t战\t斗";"すべての\tチケットを\t失った\tチームが\tバトルに\t敗北する";"分\t數\t耗\t盡\t的\t一\t方\t將\t輸\t掉\t戰\t鬥";;
"itemTypes/vehicles";"Vehicles";"Véhicules";"Unità";"Fahrzeuge";"Vehículos";"Техника";"Техніка";"Maszyny";"Veículos";"Araçlar";"Stroje";"Οχήματα";"Kendaraan";"พาหนะ";"장비";"载\t具";"兵器";"載\t具";;
"item/open";"Open";"Ouvrir";"Apri";"Öffnen";"Abrir";"Открыть";"Відкрити";"Otwórz";"Abrir";"Aç";"Otevřít";"Άνοιγμα";"Buka";"เปิด";"열기";"打\t开";"開く";"打\t開";;
"help/OBJ_CLICK";"Press it.";"Cliquez dessus avec le bouton gauche de la souris.";"Selezionalo con il Tasto Sinistro del Mouse.";"Klicke mit der linken Maustaste.";"Pulsa el Botón Izquierdo del Mouse sobre esto.";"Нажмите на неё.";"Натисніть на неї лівою кнопкою миші.";"Kliknij lewym przyciskiem myszy.";"Pressione o Botão Esquerdo do Mouse sobre ele.";"Sol mouse tuşu ile üzerine basın.";"Klikni na ni levým tlačítkem myši";"Πατήστε το.";"Ketuk.";"กดวัตถุ";"왼쪽 마우스 버튼을 클릭하세요.";"点\t击\t鼠\t标\t左\t键。";"これを\t左\tマウスボタンで\tクリックしましょう。";"點\t擊\t滑\t鼠\t左\t鍵";;
"EveryDayLoginAward/resetPeriod1";"More than day have passed since your last login. Reward progress was reduced by one day";"Plus d'un jour s'est écoulé depuis votre dernière connexion. La progression des récompenses a été réduite d'un jour";"E' passato più di un giorno dal tuo ultimo accesso. La progressione di ricompense è stata ridotta di un giorno";"Seit Deinem letzten Login ist mehr als ein Tag vergangen. Der Fortschritt bei den Belohnungen wurde um einen Tag zurückgesetzt";"Ha pasado más de un día desde tu última conexión. El progreso de la recompensa se ha reducido en un día";"С последнего логина прошло больше суток. Прогресс наград был отброшен на один шаг назад.";"З часу останнього входу в гру минуло більше доби. Прогрес нагород був відкинутий на один день";"Od ostatniego logowania minęło więcej niż jeden dzień. Postęp nagród został zmniejszony o jeden dzień";"Passou mais de um dia desde o seu último início de sessão. O progresso das recompensas foi reduzido em um dia";"Son girişinizin üstünden bir günden fazla geçti. Ödül ilerleme süreciniz bir gün geri alındı";"Od tvého posledního přihlášení uplynul víc než den, postup v odměnách byl vrácen o jeden den";"Έχουν περάσει περισσότερες από μία ημέρα από την τελευταία σας σύνδεση. Η ανταμοιβή προόδου μειώθηκε κατά μία ημέρα";"Lebih dari satu hari telah berlalu sejak login terakhirmu. Progres imbalan berkurang satu hari.";"เวลาผ่านไปเกินหนึ่งวันแล้วหลังจากที่คุณเข้าสู่ระบบครั้งล่าสุด ความคืบหน้าของรางวัลจะลดลงหนึ่งวัน";"마지막으로 로그인한 뒤 하루 이상이 경과하였습니다. 보상이 1단계 이전으로 되돌아갔습니다.";"已\t有\t一\t天\t未\t登\t录\t游\t戏，\t每\t日\t奖\t励\t的\t进\t度\t将\t回\t退\t一\t步。";"前回の\tログインから\t１日以上経過したため、\t報酬の\t進捗が\t一つ\t前に\t戻されました";"已\t有\t一\t天\t未\t登\t錄\t遊\t戲，\t每\t日\t獎\t勵\t的\t進\t度\t將\t回\t退\t一\t步。";;
"EveryDayLoginAward/resetPeriod2";"More than two days have passed since your last login. Reward progress was reset to the last big award";"Plus de deux jours se sont écoulés depuis votre dernière connexion. La progression des récompenses a été réinitialisée à la dernière grande récompense";"Sono passati più di due giorni dal tuo ultimo accesso. Il progresso per le ricompense è stato regredito alla ultima grande ricompensa";"Seit Deinem letzten Login sind mehr als zwei Tage vergangen. Der Fortschritt bei den Belohnungen wurde auf die letzte große Belohnung zurückgesetzt";"Han pasado más de dos días desde tu último inicio de sesión. El progreso de la recompensa se ha restablecido al último gran premio";"С последнего логина прошло больше двух дней. Прогресс наград был сброшен до последней большой награды.";"З часу останнього входу в гру минуло більше двох діб. Прогрес нагород був скинутий до останньої великої нагороди";"Od ostatniego logowania minęły ponad dwa dni. Postęp nagród został zresetowany do ostatniej dużej nagrody";"Passaram mais de dois dias desde o seu último início de sessão. O progresso das recompensas foi reposto para o último grande prémio";"Son girişinizin üstünden iki günden fazla geçti. Ödül ilerleme süreciniz son büyük ödüle çekildi";"Od tvého posledního přihlášení uplynuly více než dva dny, postup v odměnách byl vrácen na poslední velkou odměnu";"Έχουν περάσει περισσότερες από δύο ημέρες από την τελευταία σας σύνδεση. Έγινε επαναφορά της ανταμοιβής προόδου στο τελευταίο μεγάλο βραβείο";"Lebih dari dua hari telah berlalu sejak login terakhirmu. Progres imbalan telah direset ke penghargaan besar terakhir.";"เวลาผ่านไปเกินสองวันแล้วหลังจากที่คุณเข้าสู่ระบบครั้งล่าสุด ความคืบหน้าของรางวัลจะรีเซ็ตไปยังรางวัลใหญ่ก่อนหน้า";"마지막으로 로그인한 지 이틀 이상이 경과하여 마지막으로 받은 큰 트로피 다음 보상으로 되돌아갔습니다.";"已\t超\t过\t两\t天\t未\t登\t录\t游\t戏，\t每\t日\t奖\t励\t的\t进\t度\t将\t回\t退\t至\t上\t一\t主\t要\t奖\t励。";"前回の\tログインから\t２日以上経過したため、\t報酬の\t進捗が\t前回の\t大型報酬に\tリセットされました";"已\t超\t過\t兩\t天\t未\t登\t錄\t遊\t戲，\t每\t日\t獎\t勵\t的\t進\t度\t將\t回\t退\t至\t上\t一\t主\t要\t獎\t勵。";;
