"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"stats/torpedo";"⌋ {caliber} mm torpedo";"⌋ Torpille de {caliber} mm";"Siluro ⌋ {caliber} mm";"⌋ {caliber} mm Torpedo";"⌋ Torpedo de {caliber} mm";"⌋ {caliber}-мм торпеда";"⌋ {caliber}-мм торпеда";"⌋ torpeda {caliber} mm";"⌋ Torpedo de {caliber} mm";"⌋ {caliber} mm Torpido";"⌋ {caliber} mm torpédo";"⌋ τορπίλη {caliber} mm";"⌋ torpedo {caliber} mm";"ตอร์ปิโด ⌋ {caliber} มม.";"⌋ {caliber} mm 어뢰";"⌋ {caliber} 毫\t米\t鱼\t雷";"⌋ {caliber} mm\t魚雷";"⌋ {caliber} 毫\t米\t魚\t雷";;
"stats/mine";"⋄ Mine";"⋄ Mine";"⋄ Mina";"⋄ Mine";"⋄ Mina";"⋄ Мина";"⋄ Міна";"⋄ Mina";"⋄ Mina";"⋄ Mayın";"⋄ Mina";"⋄ Νάρκη";"⋄ Ranjau";"ทุ่นระเบิด ⋄";"⋄ 기뢰";"⋄ 水\t雷";"⋄ 機雷";"⋄ 水\t雷";;
"stats/bomb";"⌊ Depth Bomb";"⌊ Grenade ASM";"⌊ Bomba di Profondità";"⌊ Wasserbombe";"⌊ Carga de Profundidad";"⌊ Глубинная бомба";"⌊ Глибинна бомба";"⌊ bomba głębinowa";"⌊ Bomba de Profundidade";"⌊ Dip Bombası";"⌊ Hlubinná puma";"⌊ Βόμβα βυθού";"⌊ Bom Kedalaman";"ระเบิดน้ำลึก ⌊";"⌊ 폭뢰";"⌊ 深\t水\t炸\t弹";"⌊ 爆雷";"⌊ 深\t水\t炸\t彈";;
"stats/shipDurability";"Durability";"Durabilité";"Resistenza";"Haltbarkeit";"Durabilidad";"Прочность";"Міцність";"Wytrzymałość";"Durabilidade";"Direnç";"Odolnost";"Ανθεκτικότητα";"Daya tahan";"ความคงทน";"함선 내구성";"舰\t艇\t耐\t久";"耐久性";"船\t艦\t耐\t久";;
"stats/maxSpeed";"Speed";"Vitesse";"Velocità";"Geschwindigkeit";"Velocidad";"Скорость";"Швидкість";"Prędkość";"Velocidade";"Hız";"Rychlost";"Ταχύτητα";"Kecepatan";"ความเร็ว";"속도";"行\t驶\t极\t速";"速度";"航\t速";;
"stats/turningTime";"Turning Time";"Temps de Virage";"Tempo di virata";"Wendezeit";"Tiempo de Giro";"Время поворота";"Час повороту";"Czas skrętu";"Tempo de Viragem";"Dönüş süresi";"Čas otočení";"Χρόνος στροφής";"Waktu Putar";"เวลาหัน";"선회 시간";"转\t向\t速\t度";"旋回時間";"轉\t向\t時\t間";;
"stats/asmCaptureDuration";"Missile Lock-on Time";"Durée de verrouillage du missile";"Tempo di aggancio del missile";"Raketen-Zielerfassungszeit";"Tiempo de Fijación del Misil";"Время наведения ракет";"Час захоплення ракети";"Czas namierzania przez pocisk";"Tempo para o míssil adquirir o alvo";"Füze Kilitlenme Süresi";"Doba zaměření střely";"Χρόνος κλειδώματος πυραύλου";"Waktu Penguncian Rudal";"เวลาล็อกเป้าขีปนาวุธ";"미사일 락온 유지시간";"导\t弹\t锁\t定\t时\t间";"ミサイルロックオン\t時間";"飛\t彈\t鎖\t定\t時\t間";;
"stats/mainWeaponCaliber";"Weapon calibre";"Calibre principal";"Calibro arma";"Waffenkaliber";"Calibre de arma";"Калибр орудия";"Калібр гармати";"Kaliber broni";"Calibre da arma";"Silah kalibresi";"Ráže zbraně";"Διαμέτρημα όπλου";"Kaliber senjata";"อาวุธปืนหลัก";"무장 구경";"武\t器\t口\t径";"武器口径";"武\t器\t口\t徑";;
"stats/armorPower";"Penetration";"Pénétration ";"Penetrazione";"Durchschlagleistung";"Penetración";"Пробитие";"Пробиття";"Penetracja";"Penetração";"Delme";"Průraznost";"Διείσδυση";"Penetrasi";"การเจาะเกราะ";"관통력";"炮\t弹\t穿\t深";"貫通";"穿\t透\t力";;
"stats/armorPower/full";"Penetration at {distance}";"Pénétration à {distance}";"Penetrazione a {distance}";"Durchschlagleistung bei {distance}";"Penetración a {distance}";"Пробитие на {distance}";"Пробиття на {distance}";"Odległość penetracji: {distance}";"Penetração a {distance}";"{distance} menzilde delme";"Průraz na {distance}";"Διείσδυση σε απόσταση {distance}";"Penetrasi pada jarak {distance}";"เจาะเกราะที่ {distance}";"{distance} 에서 관통 가능한 두께";"{distance} 处\t穿\t甲\t能\t力";"{distance}で\t貫通";"{distance} 處\t穿\t甲\t能\t力";;
"stats/reloadTime";"Reload Time";"Temps de Rechargement";"Tempo di ricarica";"Nachladezeit";"Tiempo de Recarga";"Перезарядка";"Перезарядка";"Czas przeładowania";"Tempo de Carregamento";"Yükleme Süresi";"Čas nabíjení";"Χρόνος επαναγέμισης";"Waktu Isi Ulang";"เวลาเติมกระสุน";"재장전 시간";"装\t填\t时\t间";"リロード\t時間";"裝\t填\t時\t間";;
"stats/gunnerTurretRotationSpeed";"Turret Rotation Speed";"Vitesse de Rotation Tourelle";"Velocità di rotazione torretta";"Turmdrehgeschwindigkeit";"Velocidad de la Torreta";"Скорость вращения башни";"Швидкість повороту башти";"Prędkość obrotu wieży";"Rapidez de Rotação da Torre";"Taret Dönüş Hızı";"Rychlost otáčení věže";"Ταχύτητα περιστροφής πυργίσκου";"Kecepatan Putar Turret";"ความเร็วการหมุนป้อมปืน";"포탑 회전 속도";"炮\t塔\t转\t速";"砲塔回転速度";"炮\t塔\t轉\t速";;
"stats/maxSpeedForward";"Speed";"Vitesse";"Velocità";"Geschwindigkeit";"Velocidad";"Скорость";"Швидкість";"Prędkość";"Velocidade";"Hız";"Rychlost";"Ταχύτητα";"Kecepatan";"ความเร็ว";"속도";"前\t进\t极\t速";"速度";"速\t度";;
"stats/maxSpeedBackward";"Reverse";"Marche arrière";"Retromarcia";"Rückwärts";"Marcha atrás";"Задний ход";"Задній хід";"Wstecz";"Ré";"Geri";"Zpátečka";"Αναστροφή";"Mundur";"ความเร็วถอย";"후진";"后\t退\t极\t速";"逆回転する";"後\t退\t速\t度";;
"stats/powerToWeightRatio";"Specific Power";"Puissance Massique";"Potenza Specifica";"Spezifische Leistung";"Potencia Específica";"Удельная мощность";"Питома потужність";"Stosunek mocy do masy";"Potência Mássica";"Özgül Güç";"Poměr výkonu";"Ειδική ισχύς";"Daya Spesifik";"กำลังเฉพาะ";"추중비";"功\t重\t比";"比出力";"功\t重\t比";;
"stats/mass";"Mass";"Masse";"Massa";"Masse";"Masa";"Масса";"Маса";"Masa";"Massa";"Kütle";"Hmotnost";"Μάζα";"Massa";"มวล";"중량";"载\t具\t质\t量";"重量";"載\t具\t重\t量";;
"stats/crew";"Crew";"Équipage";"Equipaggio";"Besatzung";"Tripulación";"Экипаж";"Екіпаж";"Załoga";"Tripulação";"Mürettebat";"Osádka";"Πλήρωμα";"Kru";"กำลังพล";"승무원";"乘\t员\t数\t量";"搭乗員";"乘\t員\t組";;
"stats/armorThicknessFront";"Front Protection";"Blindage Frontal";"Protezione Frontale";"Frontschutz";"Protección Frontal";"Защита лба";"Передній захист";"Ochrona z przodu";"Proteção Frontal";"Ön Koruma";"Ochrana zepředu";"Μπροστινή προστασία";"Perlindungan Depan";"การปกป้องด้านหน้า";"전면 방호력";"正\t面\t防\t护";"正面防御力";"正\t面\t防\t護";;
"stats/armorThicknessSide";"Sides and Rear Protection";"Blindage Latéral et Arrière";"Protezione Laterale e Posteriore";"Seiten- und Heckschutz";"Protección Lateral y Trasera";"Защита бортов и кормы";"Захист бортів та корми";"Ochrona z boku i z tyłu";"Proteção Lateral e Traseira";"Kenar ve Arka Koruma";"Ochrana zboku a zezadu";"Πλευρική και οπίσθια προστασία";"Perlindungan Samping dan Belakang";"การปกป้องด้านข้างและด้านหลัง";"측후면 방호력";"侧\t后\t防\t护";"側面＆背面防御力";"側\t後\t防\t護";;
"stats/shipCrewAll";"Crew";"Équipage";"Equipaggio";"Besatzung";"Tripulación";"Экипаж";"Екіпаж";"Załoga";"Tripulação";"Mürettebat";"Osádka";"Πλήρωμα";"Kru";"กำลังพล";"승무원";"乘\t员\t数\t量";"搭乗員";"乘\t員\t組";;
"stats/shipCrewMax";"Full Crew";"Équipage Complet";"Equipaggio totale";"Maximale Besatzung";"Tripulación Completa";"Полный экипаж";"Повний екіпаж";"Pełna załoga";"Tripulação Completa";"Tam Mürettebat";"Plná osádka";"Πλήρες πλήρωμα";"Kru Lengkap";"กำลังพลสูงสุด";"최대 승무원";"乘\t员\t总\t数";"全\tクルー";"乘\t員\t總\t數";;
"stats/shipCrewMin";"Minimal Crew";"Équipage Minimum";"Equipaggio Minimo";"Minimale Besatzung";"Tripulación Mínima";"Минимальный экипаж";"Мінімальний екіпаж";"Załoga minimalna";"Tripulação Mínima";"Minimal Mürettebat";"Minimální osádka";"Ελάχιστο πλήρωμα";"Kru Minimal";"กำลังพลขั้นต่ำ";"최소 승무원";"最\t低\t人\t数";"最小\tクルー";"最\t低\t人\t數";;
"stats/massPerSec";"One-second Burst Mass";"Masse de projectiles tirés en une seconde";"Massa Scarica di Un Secondo";"Geschossmasse je Sekunde Feuerstoß";"Masa de Ráfaga de un Segundo";"Вес секундного залпа";"Вага секундного залпу:";"Łączna masa pocisków wystrzeliwanych na sekundę";"Massa em rajada de um segundo:";"Bir saniyelik patlama kütlesi";"Hmotnost sekundové dávky";"Μάζα ρίψης σε ένα δευτερόλεπτο";"Massa Ledakan Satu Detik";"มวลระเบิดต่อวินาที";"초당 투사질량";"每\t秒\t投\t射\t质\t量";"毎秒射撃量";"每\t秒\t投\t射\t質\t量";;
"stats/maxAltitude";"Max altitude";"Altitude maximale";"Quota Massima";"Max. Höhe";"Altitud máxima";"Максимальная высота";"Макс. висота";"Maksymalny pułap";"Altitude máxima";"Maksimum irtifa";"Dostup";"Μέγιστο υψόμετρο";"Ketinggian maks";"ระดับความสูงสูงสุด";"상승한도";"实\t用\t升\t限";"最高高度";"最\t大\t高\t度";;
"stats/maxSpeedAlt";"At height";"À l'altitude";"A quota";"Auf Höhe";"En altura";"На высоте";"На висоті";"Na wysokości";"À altura";"Yükseklik";"Ve výšce";"Σε ύψος";"Pada ketinggian";"ที่ระดับความสูง";"최고 속도 달성 고도";"最\t大\t速\t度\t海\t拔";"適正高度";"極\t速\t海\t拔";;
"stats/turnTime";"Turn time";"Virage à plat, 360°:";"Tempo di virata";"Wendezeit";"Tiempo de giro";"Время виража";"Час розвороту";"Czas zakrętu";"Tempo de viragem";"Dönüş Süresi";"Doba otočení";"Χρόνος στροφής";"Waktu putar";"เวลาหัน";"선회 시간";"回\t转\t时\t间";"旋回時間";"回\t轉\t時\t間";;
"stats/climbSpeed";"Climb speed";"Vitesse ascensionnelle";"Velocità di salita";"Steiggeschwindigkeit";"Velocidad de ascenso";"Скороподъемность";"Швидкопідйомність";"Szybkość wznoszenia";"Velocidade de subida";"Tırmanma Hızı";"Stoupavost";"Ταχύτητα ανόδου";"Kecepatan naik";"ความเร็วไต่ระดับ";"상승력";"爬\t升\t率";"上昇速度";"爬\t升\t率";;
"stats/wingLoading";"Wing Loading";"Charge alaire";"Carico Alare";"Flächenbelastung";"Carga en el Ala";"Нагрузка на крыло";"Навантаження на крило";"Obciążenie skrzydła";"Carga da asa";"Kanat yükü";"Zatížení křídla";"Φόρτος πτέρυγας";"Beban Sayap";"ภาระกรรมปีก";"익면하중 단위";"翼\t载\t荷";"翼面荷重測定単位";"翼\t載\t荷";;
"attrib_section/mRank";"Matching rank";"Rang de partie";"Rango d'incontro";"Entsprechender Rang";"Rango de emparejamiento";"Боевой ранг";"Відповідний ранг";"Dopasowana era";"Classificação correspondente";"Eşleşme seviyesi";"Odpovídající úroveň";"Κλάση αγώνα";"Rank pertandingan";"อันดับจับคู่";"매칭 랭크";"对\t战\t等\t级";"マッチランク";"對\t戰\t等\t級";;
"attrib_section/battleRewards";"Battle rewards";"Récompenses de bataille";"Ricompense battaglia";"Schlachtbelohnungen";"Recompensas de batalla";"Награда за бой";"Нагорода за бій";"Nagrody bitewne";"Recompensas da batalha";"Savaş ödülleri";"Bitevní odměny";"Ανταμοιβές μάχης";"Imbalan pertempuran";"รางวัลจากการต่อสู้";"전투 보상";"战\t斗\t奖\t励";"戦闘報酬";"戰\t鬥\t收\t益";;
"attrib_section/battleRewardsDaylyLimit";"Battle rewards daily limit";"Limite de récompenses de bataille quotidienne";"Limite delle ricompense in battaglia giornaliere";"Tägliches Limit für Kampfbelohnungen";"Límite diario de recompensas de batalla";"Награда за бой дневной лимит";"Щоденний ліміт бойових нагород";"Dzienny limit nagród bitewnych";"Limite diário das recompensas de combate";"Muharebe ödülü günlük sınırı";"Denní limit odměn za bitvu";"Ημερήσιο όριο ανταμοιβών μάχης";"Batas harian imbalan pertempuran";"ขีดจำกัดรายวันของรางวัลจากการต่อสู้";"일일 전투 보상 제한";"战\t斗\t奖\t励\t每\t日\t上\t限";"1日あたり\tバトル\t報酬上限";"戰\t鬥\t獎\t勵\t每\t日\t限\t額";;
"attrib_section/upgradeBattleRewards";"Premium";"Premium";"Premium";"Premium";"Premium";"Премиум версия";"Преміум";"Premium";"Premium";"Premium";"Prémium";"Premium";"Premium";"พรีเมียม";"프리미엄";"进\t阶\t内\t容";"プレミアム";"高\t級";;
"stats/pylonCount";"Pylon count";"Nombre de pylônes";"Numero di piloni";"Anzahl der Pylone";"Número de pilones";"Количество пилонов";"Кількість пілонів";"Ilość węzłów uzbrojenia";"Número de pilones";"Pylon sayısı";"Počet závěsníků";"Αριθμός πυλώνων";"Jumlah pylon";"จำนวนไพลอน";"파일론 수";"挂\t架\t数\t量";"パイロン\t数";"掛\t架\t數\t量";;
"stats/air_crew";"{pilots}⌠ {gunners}▋";"{pilots}⌠ {gunners}▋";"{pilots}⌠ {gunners}▋";"{pilots}⌠ {gunners}▋";"{pilots}⌠ {gunners}▋";"{pilots}⌠ {gunners}▋";"{pilots}⌠ {gunners}▋";"{pilots}⌠ {gunners}▋";"{pilots}⌠ {gunners}▋";"{pilots}⌠ {gunners}▋";"{pilots}⌠ {gunners}▋";"{pilots}⌠ {gunners}▋";"{pilots}⌠ {gunners}▋";"{pilots}⌠ {gunners}▋";"{pilots}⌠ {gunners}▋";"{pilots}\t⌠ {gunners}\t▋";"{pilots}⌠ {gunners}▋";"{pilots}\t⌠ {gunners}\t▋";;
"stats/air_crew_pilots";"{pilots}⌠";"{pilots}⌠";"{pilots}⌠";"{pilots}⌠";"{pilots}⌠";"{pilots}⌠";"{pilots}⌠";"{pilots}⌠";"{pilots}⌠";"{pilots}⌠";"{pilots}⌠";"{pilots}⌠";"{pilots}⌠";"{pilots}⌠";"{pilots}⌠";"{pilots}\t⌠";"{pilots}⌠";"{pilots}\t⌠";;
"weapons_types/enum/weapons";"Weapons (ammo, shots per sec)";"Armes (munitions, tirs par seconde)";"Armi (munzioni, colpi al secondo)";"Waffen (Munition, Schüsse pro Sekunde)";"Armas (munición, disparos por seg.)";"Вооружение (снаряды, выстрелов в секунду)";"Зброя (боєприпаси, постріли за секунду)";"Uzbrojenie (amunicja, strzały na sek.)";"Armas (munições, disparos por segundo)";"Silahlar (mühimmat, saniyede atış sayısı)";"Zbraně (náboje, kadence)";"Όπλα (πυρομαχικά, βολές ανά δευτερόλεπτο)";"Senjata (amunisi, tembakan per dtk)";"อาวุธ (กระสุน, อัตรายิงต่อวินาที)";"무장 (장탄수, 연사력)";"武\t器 (备\t弹\t量、\t射\t速)";"武器（弾薬数、\t毎秒発射数）";"武\t器 (備\t彈\t量、\t射\t速)";;
"weapons_types/enum/turrets";"Turrets";"Tourelles";"Torrette";"Türme";"Torretas";"Турели";"Турелі";"Wieże";"Torres";"Taretler";"Věže";"Πυργίσκοι";"Turret";"ป้อมปืน";"포탑";"炮\t塔";"砲塔";"炮\t塔";;
"weapons_types/enum/frontal";"Frontal guns";"Canons frontaux";"Armi frontali";"Frontale Waffen";"Armas frontales";"Курсовое";"Фронтальні гармати";"Działa przednie";"Armas frontais";"Ön silahlar";"Dopředná výzbroj";"Μετωπικά όπλα";"Senapan frontal";"ปืนหน้า";"전방 무장";"前\t射\t武\t器";"前方銃";"前\t射\t槍\t炮";;
