"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"options/desc/aa_options/metalfx";"<color=@mark>MetalFX</color> – upscaling method that increases performance with minimal loss of image quality.";"<color=@mark>MetalFX</color> - Une méthode de mise à l'échelle augmentant les performances avec une perte minimale de qualité d'image.";"<color=@mark>MetalFX</color> – un metodo di upscaling che aumenta le performance con la minima perdita della qualità dell'immagine.";"<color=@mark>MetalFX</color> – Upscaling-Methode, die die Leistung bei minimalem Verlust an Bildqualität erhöht.";"<color=@mark>MetalFX</color> – método de reescalado que aumenta el rendimiento con una pérdida mínima de calidad de imagen.";"<color=@mark>MetalFX</color> – метод масштабирования, повышающий производительность с минимальной потерей качества картинки.";"<color=@mark>MetalFX</color> — метод масштабування, який збільшує продуктивність з мінімальною втратою якості зображення.";"<color=@mark>MetalFX</color> - metoda upscalingu, która zwiększa wydajność przy minimalnej utracie jakości obrazu.";"<color=@mark>MetalFX</color> – método de upscaling que aumenta o desempenho com uma perda mínima de qualidade da imagem.";"<color=@mark>MetalFX</color> – görüntü kalitesinde minimum kayıpla performansı artıran yükseltme yöntemi.";"<color=@mark>MetalFX</color> - metoda upscalingu, která zvyšuje výkon s minimální ztrátou kvality obrazu.";"<color=@mark>MetalFX</color> – μέθοδος αναβάθμισης που αυξάνει την απόδοση με ελάχιστη απώλεια ποιότητας εικόνας.";"<color=@mark>MetalFX</color> – metode upscaling yang meningkatkan performa dengan pengurangan kualitas gambar yang minimal.";"<color=@mark>MetalFX</color> – วิธีอัปสเกลที่เพิ่มประสิทธิภาพโดยสูญเสียคุณภาพภาพน้อยที่สุด";"<color=@mark>MetalFX</color> – 이미지 품질을 최소한으로 희생하는 업스케일링 방식으로, 더 나은 성능을 낼 수 있습니다.";"<color=@mark>MetalFX</color> – 图\t像\t失\t真\t最\t小\t的\t超\t分\t辨\t率\t图\t像\t扩\t增\t方\t案。";"<color=@mark>MetalFX</color> – 画像品質の\t損失を\t最小限に\t抑えながら、\tパフォーマンスを\t向上させる\tアップスケーリング\t方式。";"<color=@mark>MetalFX</color> – 高\t保\t真\t的\t圖\t像\t放\t大\t超\t分\t辨\t率\t方\t案。";;
"options/aa_low_fxaa";"FXAA";"FXAA";"FXAA";"FXAA";"FXAA";"FXAA";"FXAA";"FXAA";"FXAA";"FXAA";"FXAA";"FXAA";"FXAA";"FXAA";"FXAA";"FXAA";"FXAA";"FXAA";;
"options/aa_high_fxaa";"HQ FXAA";"HQ FXAA";"HQ FXAA";"HQ FXAA";"HQ FXAA";"HQ FXAA";"HQ FXAA";"FXAA Wysokiej Jakości";"HQ FXAA";"HQ FXAA";"HQ FXAA";"HQ FXAA";"HQ FXAA";"HQ FXAA";"HQ FXAA";"高\t品\t质 FXAA";"HQ FXAA";"高\t品\t质 FXAA";;
"options/aa_mobile_taa";"TAA";"TAA";"TAA";"TAA";"TAA";"TAA";"TAA";"TAA";"TAA";"TAA";"TAA";"TAA";"TAA";"TAA";"TAA";"时\t间\t性\t抗\t锯\t齿 (TAA)";"TAA";"TAA";;
"options/aa_metalfx";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";;
"options/aa_metalfx_fxaa";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";"MetalFX";;
"options/raytracing";"Ray Tracing";"Ray Tracing";"Tracciamento Raggi";"Raytracing";"Ray Tracing";"Трассировка лучей";"Трасування променів";"Śledzenie promieni";"Ray Tracing";"Işın İzleme";"Ray Tracing";"Ανίχνευση ακτίνων";"Penelusuran Sinar";"Ray Tracing";"레이 트레이싱";"光\t线\t追\t踪";"レイトレーシング";"光\t線\t追\t蹤";;
"options/uhq_textures";"Ultra-high quality textures";"Textures de ultra-haute qualité";"Texture Qualità Ultra";"Besonders hochwertige Umgebung";"Texturas de calidad ultra alta";"Текстуры сверхвысокого качества";"Ultra HQ (текстури)";"Tekstury Ultra wysokiej jakości";"Texturas de ultra-alta qualidade";"Çok yüksek kaliteli dokular";"Ultra-vysoká kvalita textur";"Υφές εξαιρετικά υψηλής ποιότητας";"Tekstur berkualitas ultra-tinggi";"พื้นผิวความละเอียดสูงพิเศษ";"초고품질 텍스쳐";"超\t高\t质\t量\t材\t质\t文\t件";"超高品質\tテクスチャ";"正\t在\t加\t載\t高\t清\t材\t質\t文\t件";;
"options_high";"High";"Élevé";"Alto";"Hoch";"Alto";"Высокое";"Висока";"Wysoka";"Alta";"Yüksek";"Vysoké";"Υψηλή";"Tinggi";"สูง";"높음";"高";"高";"高";;
"options_veryHigh";"Very high";"Très élevé";"Molto alto";"Sehr hoch";"Muy alto";"Очень высокое";"Надвисока";"Bardzo wysoka";"Muito alta";"Çok yüksek";"Velmi vysoké";"Πολύ υψηλή";"Sangat tinggi";"สูงมาก";"매우 높음";"非\t常\t高";"超高";"非\t常\t高";;
"options_ultra";"Ultra";"Ultra";"Ultra";"Ultra";"Ultra";"Ультра";"Ультра";"Ultra";"Ultra";"Ultra";"Ultra";"Εξαιρετικά υψηλή";"Ultra";"สูงพิเศษ";"울트라";"超\t高";"ウルトラ";"超\t高";;
"options/bgScale";"Resolution";"Résolution";"Risoluzione";"Auflösung";"Resolución";"Разрешение экрана";"Роздільна здатність";"Rozdzielczość";"Resolução";"Çözünürlük";"Rozlišení";"Ανάλυση";"Resolusi";"ความละเอียดภาพ";"해상도";"分\t辨\t率";"解像度";"解\t析\t度";;
"options/unitName";"Name";"Nom";"Nome";"Name";"Nombre";"Название";"Назва";"Nazwa";"Nome";"İsim";"Název";"Όνομα";"Nama";"ชื่อ";"이름";"名\t称";"名前";"名\t稱";;
"options/unitClass";"Class";"Classe";"Classe";"Klasse";"Clase";"Класс";"Клас";"Typ";"Classe";"Sınıf";"Třída";"Τάξη";"Kelas";"คลาส";"범주";"类\t别";"クラス";"類\t別";;
"options/mRank";"Rank";"Rang";"Era";"Rang";"Rango";"Ранг";"Ранг";"Era";"Nível";"Rütbe";"Úroveň";"Κλάση";"Rank";"ระดับ";"랭크";"等\t级";"ランク";"階\t級";;
"options/unitStatus";"Status";"Statut";"Stato";"Status";"Estado";"Статус";"Статус";"Status";"Estado";"Durum";"Stav";"Κατάσταση";"Status";"สถานะ";"상태";"状\t态";"状態";"狀\t態";;
"options/unitOwn";"Owned";"Possédé";"Ottenuto";"In Besitz";"Adquirido";"Куплен";"Куплений";"Posiadane";"Adquirido";"Sahip olduğun";"Vlastněno";"Ιδιοκτησία";"Dimiliki";"ครอบครองอยู่";"소유 중";"已\t购\t买";"所持中";"已\t擁\t有";;
"options/unitCanBuy";"Can purchase";"Peut être acheté";"Può essere acquistato";"Kauf möglich";"Se puede comprar";"Доступен для покупки";"Доступний для покупки";"Można zakupić";"Pode comprar";"Satın alınabilir";"Lze koupit";"Μπορεί να αγοράσει";"Bisa dibeli";"ซื้อได้";"구매 가능";"可\t购\t买";"購入可能";"可\t購\t買";;
"options/unitNeedLevel";"Insufficient level";"Niveau insuffisant";"Livello insufficiente";"Unzureichendes Level";"Nivel insuficiente";"Недостаточный уровень";"Недостатній рівень";"Niewystarczający poziom";"Nível insuficiente";"Yetersiz seviye";"Nedostatečná úroveň";"Ανεπαρκές επίπεδο";"Level tidak cukup";"เลเวลไม่เพียงพอ";"레벨 부족";"等\t级\t不\t足";"レベルが\t足りません";"等\t級\t不\t足";;
"options/unitNotForSale";"Not for sale";"Pas en vente";"Non in vendita";"Nicht zum Verkauf";"No está a la venta";"Не продается";"Не продається";"Nie na sprzedaż";"Não está à venda";"Satılık değil";"Není k prodeji";"Δεν είναι προς πώληση";"Tidak dijual";"ไม่เปิดขาย";"구매 불가";"无\t法\t购\t买";"非売品";"無\t法\t購\t買";;
"options/unitNotResearched";"Not researched";"Non recherché";"Non ricercato";"Nicht erforscht";"Sin investigar";"Не исследован";"Не досліджено";"Niezbadane";"Não pesquisado";"Araştırılmadı";"Nevyzkoumáno";"Δεν έχει γίνει έρευνα";"Tidak diteliti";"ยังไม่ได้วิจัย";"미연구 상태";"未\t研\t发";"未研究";"尚\t未\t研\t發";;
"options/unitNeedBlueprints";"Need blueprints";"Des plans sont nécessaires";"Hai bisogno di schemi";"Benötige Blaupausen";"Se necesitan planos";"Нужны чертежи";"Потрібне креслення";"Potrzeba schematów";"Requer projetos";"Şablon gerekli";"Potřebuješ plány";"Χρειάζεστε σχέδια";"Butuh blueprint";"ต้องการพิมพ์เขียว";"청사진이 필요합니다.";"需\t要\t蓝\t图";"設計図が\t必要です";"需\t要\t藍\t圖";;
"options/unitCanResearch";"Available for research";"Disponible à la recherche";"Disponibile per la ricerca";"Verfügbar für die Forschung";"Disponible para investigar";"Доступен для исследования";"Доступно для досліджень";"Możliwe do zbadania";"Disponível para pesquisa";"Araştırılabilir";"Dostupné k výzkumu";"Διαθέσιμο για έρευνα";"Tersedia untuk riset";"สามารถวิจัยได้";"연구 가능";"可\t供\t研\t发";"研究可能";"可\t供\t研\t發";;
"showFilters";"Show filters";"Afficher les filtres";"Mostra filtri";"Filter anzeigen";"Mostrar filtros";"Показать фильтры";"Показати фільтри";"Pokaż filtry";"Mostrar filtros";"Filtreleri göster";"Ukázat filtry";"Προβολή φίλτρων";"Tampilkan filter";"แสดงตัวกรอง";"필터 보이기";"显\t示\t筛\t选\t条\t件";"フィルターを\t表示";"顯\t示\t篩\t選\t條\t件";;
"filter";"Filter";"Filtre";"Filtro";"Filter";"Filtro";"Фильтр";"Фільтр";"Filtr";"Filtro";"Filtrele";"Filtr";"Φίλτρο";"Filter";"ตัวกรอง";"필터";"筛\t选\t条\t件";"フィルター";"篩\t選\t條\t件";;
"filters";"Filters";"Filtres";"Filtri";"Filter";"Filtros";"Фильтры";"Фільтри";"Filtry";"Filtros";"Filtreler";"Filtry";"Φίλτρα";"Filter";"ตัวกรอง";"필터";"筛\t选\t条\t件";"フィルター";"篩\t選\t條\t件";;
"activeFilters";"Active {count} {count=filter/filters}";"{count} {count=filtre/filtres} actif(s)";"Attiva {count} {count=filtro/filtri}";"Aktive(r) {count} {count=Filter/Filter}";"Activo {count} {count=filtro/filtros}";"{count=Активен/Активно/Активно} {count} {count=фильтр/фильтра/фильтров}";"{count=Активний/Активно/Активно} {count} {count=фільтр/фільтра/фільтрів}";"Aktywne: {count} {count=filtr/filtry/filtrów}";"Ativo {count} {count=filtro/filtros}";"Etkin {count} {count=filtre/filtre}";"Aktivní {count} {count=filtr/filtry/filtrů}";"Ενεργό/ά {count} {count=φίλτρο/φίλτρα}";"{count} {count=filter} aktif";"ใช้งาน {count} {count=ตัวกรอง}";"{count}{count=개}의 필터 사용 중";"启\t用 {count} {count=\t个\t筛\t选\t条\t件}";"アクティブ{count=フィルター} {count}";"啟\t用 {count} {count=\t個\t條\t件}";;
"noUnitsByCurrentFilters";"No vehicles match the selected filters";"Aucun véhicule ne correspond aux filtres sélectionnés";"Nessun mezzo visualizzabile coi filtri scelti";"Kein Fahrzeug entspricht den ausgewählten Filtern";"Ningún vehículo coincide con los filtros seleccionados";"Нет техники соответствующей выбранным фильтрам.";"Немає техніки, що відповідає обраним фільтрам.";"Żadna maszyna nie spełnia wybranych kryteriów.";"Nenhum veículo corresponde aos filtros selecionados";"Seçili filtrelerle eşleşen bir araç yok";"Zvoleným filtrům neodpovídá žádný stroj";"Κανένα όχημα δεν ταιριάζει στα επιλεγμένα φίλτρα";"Tidak ada kendaraan yang sesuai dengan filter yang dipilih";"ไม่มีพาหนะที่ตรงกับตัวกรองที่เลือก";"검색 조건에 맞는 장비가 없습니다.";"没\t有\t符\t合\t筛\t选\t条\t件\t的\t载\t具";"選択した\tフィルターに\t一致する\t機体はありません";"沒\t有\t符\t合\t篩\t選\t條\t件\t的\t載\t具";;
"options/choose_movement_controls";"Choose movement controls";"Choisissez les contrôles de mouvement";"Scegli i controlli di movimento";"Bewegungssteuerung auswählen";"Elige los controles de movimiento";"Выберите управление движением";"Виберіть керування рухом";"Wybierz sterowanie";"Escolher controlos de movimento";"Hareket kontrollerini seç";"Vybrat způsob ovládání";"Επιλέξτε στοιχεία ελέγχου κίνησης";"Pilih kontrol gerakan";"เลือกการควบคุมการเคลื่อนที่";"이동 제어 방식 선택";"选\t择\t载\t具\t操\t纵\t方\t式";"移動\tコントロールを\t選択";"選\t擇\t載\t具\t操\t縱\t方\t式";;
"options/tank_movement_control";"Tank movement controls";"Contrôles du mouvement des chars";"Controllo movimenti carro";"Panzer-Bewegungssteuerung";"Controles de movimiento del tanque";"Управление движением танка";"Керування рухом танка";"Sterowanie czołgiem";"Controlos de movimento dos tanques";"Tank hareketi kontrolleri";"Způsob ovládání tanku";"Στοιχεία ελέγχου κίνησης του τανκ";"Kontrol gerakan tank";"การควบคุมการเคลื่อนที่รถถัง";"전차 이동 제어";"地\t面\t载\t具\t移\t动\t方\t式";"戦車の\t操作";"戰\t車\t移\t動\t控\t製";;
"options/aircraft_movement_control";"Aircraft movement controls";"Contrôles du mouvement des avions";"Controlli movimento dell'aereo";"Kontrollen der Luftfahrzeugbewegung";"Controles de movimiento de aeronaves";"Управление движением самолёта";"Керування рухом літака";"Sterowanie ruchem samolotu";"Controlos de movimento da aeronave";"Uçak hareketi kontrolleri";"Ovládání letadla";"Στοιχεία ελέγχου κίνησης του αεροσκάφους";"Kontrol gerakan pesawat";"การควบคุมการเคลื่อนที่อากาศยาน";"항공기 이동 제어";"空\t中\t载\t具\t移\t动\t方\t式";"航空機体の\t操作";"戰\t機\t移\t動\t控\t制";;
"options/stick";"Dynamic Stick";"Stick dynamique";"Levetta dinamica";"Dynamischer Stick";"Joystick Dinámico";"Динамичный стик";"Динамічний стік";"Dynamiczny Drążek";"Dynamic Stick";"Dinamik Çubuk";"Dynamická páčka";"Δυναμικός μοχλός";"Stik Dinamis";"สติ๊กแบบไดนามิก";"역동적 스틱";"动\t态\t摇\t杆";"ダイナミックスティック";"動\t態\t搖\t桿";;
"options/stick/info";"Move the virtual stick in the direction you want the tank to go. The stick will move to the position of the finger when pressed.";"Déplacez le stick virtuel dans la direction où vous voulez que le char aille. Le manche se déplacera vers la position du doigt lorsqu'il est appuyé.";"Muovi la levetta virtuale nella direzione in cui vuoi dirigere il carro. La levetta si sposterà nella posizione del dito quando premuta.";"Bewege den virtuellen Steuerknüppel in die Richtung, in die der Panzer fahren soll. Der Steuerknüppel bewegt sich an die Position des Fingers, wenn er gedrückt wird.";"Mueve el joystick virtual en la dirección en la que quieras que vaya el tanque. El joystick se moverá a la posición del dedo cuando lo pulses.";"Отклоняйте виртуальный стик в ту сторону в которую вы хотите что бы танк ехал. Стик будет перемещаться под положения пальца при нажатии.";"Відхиляйте віртуальний стік у той бік у що ви захочете що танк поїхав. Стік переміщатиметься під положення пальця при натисканні.";"Przesuń wirtualny drążek w kierunku, w którym chcesz, aby czołg się udał. Po naciśnięciu drążek przesunie się do pozycji palca.";"Mova o stick virtual na direção que deseja que vá o tanque. O stick irá mover-se para a posição do dedo quando pressionado.";"Sanal çubuğu, tankın gitmesini istediğin yöne doğru hareket ettir. Çubuk, basıldığında parmağın konumuna hareket eder.";"Pohybuj virtuální páčkou směrem, kterým chceš, aby tank jel. Po stisknutí se páčka přesune na pozici prstu.";"Μετακινήστε τον εικονικό μοχλό προς την κατεύθυνση που θέλετε να κινηθεί το τανκ. Ο μοχλός θα μετακινηθεί στη θέση του δακτύλου όταν πατηθεί.";"Gerakkan stik virtual ke arah yang kamu inginkan. Stik akan bergerak ke posisi jari saat diketuk.";"ย้ายสติ๊กจำลองไปในทิศทางที่คุณต้องการเคลื่อนที่รถถังไป เมื่อกดแล้วสติ๊กจะขยับไปที่ตำแหน่งของนิ้ว";"가상 스틱을 사용하여 전차의 이동 방향을 정할 수 있습니다. 지정된 곳을 터치하면 터치된 방향으로 스틱이 움직입니다.";"移\t动\t虚\t拟\t摇\t杆\t指\t向\t坦\t克\t行\t进\t方\t向。\t摇\t杆\t将\t自\t动\t响\t应\t手\t指\t点\t触\t方\t位。";"戦車を\t進めたい\t方向に\tバーチャルスティックを\t動かしましょう。\t押すと\tスティックが\t指の\t位置に\t移動します。";"移\t動\t虛\t擬\t搖\t桿\t指\t向\t戰\t車\t行\t進\t方\t向。\t搖\t桿\t將\t自\t動\t響\t應\t手\t指\t點\t觸\t方\t位。";;
"options/stick_static";"Static Stick";"Stick Statique";"Levetta Statica";"Statischer Stick";"Joystick Estático";"Статичный стик";"Статичний стік";"Drążek statyczny";"Manípulo Estático";"Statik Çubuk";"Statická páka";"Στατικός μοχλός";"Stik Statis";"สติ๊กแบบอยู่กับที่";"고정 조이스틱";"固\t定\t摇\t杆";"スティック 固定";"固\t定\t搖\t桿";;
"options/stick_static/info";"Move the virtual stick in the direction you want the tank to go. The stick is always in the same place.";"Déplacez le stick virtuel dans la direction où vous voulez que le char aille. Le stick est toujours au même endroit.";"Sposta la levetta virtuale nella direzione in cui vuoi spostare il carro. La levetta resterà sempre nello stesso punto.";"Bewege den virtuellen Steuerknüppel in die Richtung, in die der Panzer fahren soll. Der Steuerknüppel bleibt immer an der gleichen Stelle.";"Mueve el joystick virtual en la dirección que quieras que vaya el tanque. El joystick estará siempre en el mismo sitio.";"Отклоняйте виртуальный стик в ту сторону в которую вы хотите что бы танк ехал. Стик всегда в одном месте.";"Відхиляйте віртуальний стік у той бік у що ви захочете що танк поїхав. Стік завжди в одному місці.";"Przesuń wirtualny drążek w kierunku, w którym chcesz, aby czołg się udał. Drążek jest zawsze w tym samym miejscu.";"Mova o stick virtual na direção que deseja que vá o tanque. O stick está sempre na mesma posição.";"Sanal çubuğu, tankın gitmesini istediğin yöne doğru hareket ettir. Çubuk her zaman aynı yerdedir.";"Pohybuj virtuální páčkou směrem, kterým chceš, aby tank jel. Páčka je vždy na stejném místě.";"Μετακινήστε τον εικονικό μοχλό προς την κατεύθυνση που θέλετε να κινηθεί το τανκ. Ο μοχλός μένει πάντα στο ίδιο σημείο.";"Gerakkan stik virtual ke arah yang kamu inginkan. Stik akan selalu berada di tempat yang sama.";"ย้ายสติ๊กจำลองไปในทิศทางที่คุณต้องการเคลื่อนที่รถถังไป สติ๊กจะอยู่ที่ตำแหน่งเดิมเสมอ";"가상 스틱을 사용하여 전차의 이동 방향을 정할 수 있습니다. 스틱은 정해진 위치에만 존재합니다.";"移\t动\t虚\t拟\t摇\t杆\t指\t向\t坦\t克\t行\t进\t方\t向。\t摇\t杆\t将\t停\t留\t在\t原\t位\t不\t动。";"戦車を\t進めたい\t方向に\tバーチャルスティックを\t動かしましょう。\tスティックはいつも\t同じ\t位置にあります。";"移\t動\t虛\t擬\t搖\t桿\t指\t向\t戰\t車\t行\t進\t方\t向。\t搖\t桿\t將\t停\t留\t在\t原\t位\t不\t動。";;
"options/off/info";"Disabled";"Désactivé";"Disattivato";"Deaktiviert";"Deshabilitado";"Отключено";"Вимкнено";"Wyłączone";"Desativado";"Devre dışı";"Vypnuto";"Απενεργοποιήθηκε";"Nonaktif";"ปิด";"끔";"已\t禁\t用";"無効";"已\t停\t用";;
"options/aim";"Aim by tilt";"Viser par inclinaison";"Punta inclinando";"Zielen durch Neigen";"Apuntar por inclinación";"Прицеливание наклонами";"Прицілювання нахилом";"Celuj przez przechylenie";"Mira por inclinação";"Eğimle nişan alma";"Míření náklonem";"Στόχευση με κλίση";"Bidik dengan kemiringan";"เล็งด้วยการเอียง";"기울여서 조준";"倾\t斜\t瞄\t准";"傾けて\tエイム";"傾\t斜\t瞄\t準";;
"options/aim/info";"Aim by tilt";"Viser par inclinaison";"Punta inclinando";"Aim by tilt";"Apuntar por inclinación";"Прицеливание наклонами";"Прицілювання нахилом";"Celuj przez przechylenie";"Mira por inclinação";"Eğimle nişan alma";"Míření náklonem";"Στόχευση με κλίση";"Bidik dengan kemiringan";"เล็งด้วยการเอียง";"기울여서 조준";"倾\t斜\t瞄\t准";"傾けて\tエイム";"傾\t斜\t瞄\t準";;
"options/aileron_assist";"Ailerons control by tilt";"Contrôle des ailerons par inclinaison";"Alettoni controllati con l'inclinazione";"Querrudersteuerung durch Neigen";"Control de los alerones por inclinación";"Управление элеронами наклоном";"Управління елеронами за допомогою нахилу";"Lotki sterowane przez przechylenie";"Controle de ailerons por inclinação";"Eğimle kanatçık kontrolü";"Ovládání křidélek náklonem";"Έλεγχος πηδαλίων κλίσης με κλίση";"Kontrol aileron dengan kemiringan";"ควบคุมปีกแก้เอียงด้วยการเอียง";"기울임을 통한 에일러론 조작";"倾\t斜\t控\t制\t副\t翼";"傾けて\t補助翼操作";"副\t翼\t傾\t斜\t控\t制";;
"options/aileron_assist/info";"Ailerons control by tilt";"Contrôle des ailerons par inclinaison";"Alettoni controllati con l'inclinazione";"Querrudersteuerung durch Neigen";"Control de los alerones por inclinación";"Управление элеронами наклоном";"Управління елеронами за допомогою нахилу";"Lotki sterowane przez przechylenie";"Controle de ailerons por inclinação";"Eğimle kanatçık kontrolü";"Ovládání křidélek náklonem";"Έλεγχος πηδαλίων κλίσης με κλίση";"Kontrol aileron dengan kemiringan";"ควบคุมปีกแก้เอียงด้วยการเอียง";"기울임을 통한 에일러론 조작";"倾\t斜\t控\t制\t副\t翼";"傾けて\t補助翼操作";"副\t翼\t傾\t斜\t控\t制";;
"options/arrows";"Arrows";"Flèches";"Frecce";"Pfeile";"Flechas";"Стрелки";"Стрілки";"Strzałki";"Setas";"Ok";"Šípy";"Βέλη";"Anak Panah";"ลูกศร";"화살표";"箭\t头\t指\t向";"矢印";"箭\t頭";;
"options/arrows/info";"Use the forward and backward buttons to switch speed. Adjust the direction with left or right buttons.";"Utilisez les boutons avant et arrière pour changer de vitesse. Ajustez la direction avec les boutons gauche ou droite.";"Usa i tasti avanti e indietro per cambiare la velocità. Aggiusta la direzione con i tasti sinistra o destra.";"Verwende die Vorwärts- und Rückwärtstasten, um die Geschwindigkeit zu ändern. Passe die Richtung mit der linken oder rechten Taste an.";"Utiliza los botones de avance y retroceso para cambiar la velocidad. Ajusta la dirección con los botones izquierdo o derecho.";"Используйте кнопки вперед и назад, чтобы переключать скорость. Корректируйте направление кнопками влево или вправо.";"Використовуйте кнопки вперед і назад, щоб переключати швидкість. Коригуйте напрямок кнопками ліворуч або праворуч.";"Użyj przycisków do przodu i do tyłu, aby przełączyć prędkość. Dostosuj kierunek za pomocą przycisków w lewo lub w prawo.";"Use os botões para a frente e trás para mudar de velocidade. Ajuste a direção com os botões para a esquerda e direita.";"Hızı değiştirmek için ileri ve geri düğmelerini kullan. Sağ ve sol düğmelerle de yönü ayarla.";"Tlačítky vpřed a vzad přepínáš rychlost. Tlačítky vlevo nebo vpravo nastavuješ směr.";"Χρησιμοποιήστε τα κουμπιά «μπροστά» και «πίσω» για να αλλάξετε ταχύτητα. Προσαρμόστε την κατεύθυνση με τα αριστερά ή δεξιά κουμπιά.";"Gunakan tombol maju dan mundur untuk berganti kecepatan. Atur arah dengan tombol kiri dan kanan.";"ใช้ปุ่มเดินหน้าและถอยหลังเพื่อควบคุมความเร็ว ปรับทิศทางด้วยปุ่มซ้ายหรือขวา";"전진 및 후진 키를 사용해 속도를 조절할 수 있습니다. 좌 또는 우 버튼을 이용해 방향을 조절할 수 있습니다.";"使\t用\t前\t进\t与\t后\t退\t键\t控\t制\t行\t驶\t速\t度，\t左\t右\t键\t调\t整\t方\t向。";"前進＆後退\tボタンを\t使い、\tスピードを\t切り\t替えましょう。\t左右の\tボタンで\t方向を\t調整します。";"使\t用\t前\t進\t與\t後\t退\t鍵\t控\t制\t行\t駛\t速\t度，\t左\t右\t鍵\t調\t整\t方\t向。";;
"options/tank_targeting_control";"Controlling tank targeting";"Contrôles du ciblage des chars";"Controllo puntamento carro";"Steuerung der Panzer-Zielerfassung";"Control de la puntería del tanque";"Управление наведением танка";"Керування наведенням танка";"Kontrola celowania czołgu";"Controlo da mira dos tanques";"Tank hedeflemesi kontrolü";"Ovládání míření tanku";"Έλεγχος στόχευσης τανκ";"Mengendalikan penargetan tank";"ควบคุมการเล็งเป้าหมายของรถถัง";"전차 조준 계통";"地\t面\t载\t具\t瞄\t准\t方\t式";"戦車の\t照準操作";"戰\t車\t瞄\t準\t方\t式";;
"options/autoAim";"Autoaim";"Visée automatique";"Auto puntamento";"Automatisches Zielen";"Apuntado Automático";"Авто-упреждение";"Авто-попередження";"Automatyczne celowanie";"Mira automática";"Otomatik nişan";"Automíření";"Αυτόματη στόχευση";"Bidik Otomatis";"เล็งอัตโนมัติ";"자동 조준";"自\t动\t瞄\t准\t模\t式";"自動照準";"自\t動\t瞄\t準";;
"options/directAim";"Direct";"Direct";"Diretto";"Direkt";"Directo";"Ручное";"Ручне";"Proste";"Direta";"Doğrudan nişan";"Přímé";"Κατεύθυνση";"Langsung";"เล็งโดยตรง";"직접 조작";"直\t接\t瞄\t准\t模\t式";"直接操作";"直\t接\t瞄\t準";;
"options/camera_sensitivity";"Camera sensitivity";"Sensibilité de la caméra";"Sensibilità telecamera";"Kameraempfindlichkeit";"Sensibilidad de la cámara";"Чувствительность камеры";"Чутливість камери";"Czułość kamery";"Sensibilidade da câmara";"Kamera hassasiyeti";"Citlivost kamery";"Ευαισθησία κάμερας";"Sensitivitas kamera";"ความไวกล้อง";"카메라 감도";"视\t角\t灵\t敏\t度";"カメラ\t感度";"鏡\t頭\t靈\t敏\t度";;
"options/camera_sensitivity_stick";"Camera sensitivity in stick control mode";"Sensibilité de la caméra en mode de contrôle « stick »";"Modalità di controllo della sensibilità dello stick";"Empfindlichkeit der Kamera im Stick-Control-Modus";"Sensibilidad de la cámara en modo control por stick";"Чувствительность камеры при управлении стиком";"Чутливість камери в режимі керування стиком";"Czułość kamery w trybie sterowania drążkiem";"Sensibilidade da câmara no modo de controle do stick";"Stick kontrol modunda kamera hassasiyeti";"Citlivost kamery v režimu ovládání páčkou";"Ευαισθησία κάμερας σε λειτουργία ελέγχου με μοχλό";"Sensitivitas kamera dalam mode kontrol stik";"ความไวกล้องในโหมดควบคุมด้วยสติ๊ก";"카메라 감도 (스틱 조종 모드)";"摇\t杆\t控\t制\t模\t式\t视\t角\t灵\t敏\t度";"スティック\t操作\tモードの\tカメラ\t感度";"搖\t桿\t控\t制\t模\t式\t下\t的\t鏡\t頭\t靈\t敏\t度";;
"options/camera_sensitivity_in_zoom";"Camera sensitivity in zoom mode";"Sensibilité de la caméra en mode zoom";"Sensibilità telecamera in modalità zoom";"Kameraempfindlichkeit im Zoom-Modus";"Sensibilidad de la cámara en modo zoom";"Чувствительность камеры в прицеле";"Чутливість камери в біноклі";"Czułość kamery w trybie zbliżenia";"Sensibilidade da câmara no modo de zoom";"Yakınlaştırma modunda kamera hassasiyeti";"Citlivost kamery při přiblížení";"Ευαισθησία κάμερας σε λειτουργία ζουμ";"Sensitivitas kamera dalam mode zoom";"ความไวกล้องในโหมดซูม";"줌 모드 사용 시의 카메라 감도";"缩\t放\t后\t视\t角\t灵\t敏\t度";"ズームモード\t時の\tカメラ\t感度";"縮\t放\t後\t的\t鏡\t頭\t靈\t敏\t度";;
