"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"105mm_gp_105";"GP105";"GP105";"GP105";"GP105";"GP105";"GP105";"GP105";"GP105";"GP105";"GP105";"GP105";"GP105";"GP105";"GP105";"GP105";"GP105";"GP105";"GP105";;
"100mm_dyw_pt_86_100";"DYW PT86-100";"DYW PT86-100";"DYW PT86-100";"DYW PT86-100";"DYW PT86-100";"DYW PT86-100";"DYW PT86-100";"DYW PT86-100";"DYW PT86-100";"DYW PT86-100";"DYW PT86-100";"DYW PT86-100";"DYW PT86-100";"DYW PT86-100";"DYW PT86-100";"DYW PT86-100";"DYW PT86-100";"DYW PT86-100";;
"125mm_dtp_125";"DTP-125";"DTP-125";"DTP-125";"DTP-125
";"DTP-125";"DTP-125";"DTP-125";"DTP-125";"DTP-125";"DTP-125";"DTP-125";"DTP-125";"DTP-125";"DTP-125";"DTP-125";"DTP-125";"DTP-125";"DTP-125";;
"125mm_dtb_125";"DTB-125";"DTB-125";"DTB-125";"DTB-125
";"DTB-125";"DTB-125";"DTB-125";"DTB-125";"DTB-125";"DTB-125";"DTB-125";"DTB-125";"DTB-125";"DTB-125";"DTB-125";"DTB-125";"DTB-125";"DTB-125";;
"125mm_dtw_125";"DTW-125";"DTW-125";"DTW-125";"DTW-125";"DTW-125";"DTW-125";"DTW-125";"DTW-125";"DTW-125";"DTW-125";"DTW-125";"DTW-125";"DTW-125";"DTW-125";"DTW-125";"DTW-125";"DTW-125";"DTW-125";;
"125mm_GP125";"GP125";"GP125";"GP125";"GP125";"GP125";"GP125";"GP125";"GP125";"GP125";"GP125";"GP125";"GP125";"GP125";"GP125";"GP125";"GP125";"GP125";"GP125";;
"125mm_dtb_12_he";"DTB12-125";"DTB12-125";"DTB12-125";"DTB12-125";"DTB12-125";"DTB12-125";"DTB12-125";"DTB12-125";"DTB12-125";"DTB12-125";"DTB12-125";"DTB12-125";"DTB12-125";"DTB12-125";"DTB12-125";"DTB12-125";"DTB12-125";"DTB12-125";;
"125mm_dtc10_125";"DTC10-125";"DTC10-125";"DTC10-125";"DTC10-125";"DTC10-125";"DTC10-125";"DTC10-125";"DTC10-125";"DTC10-125";"DTC10-125";"DTC10-125";"DTC10-125";"DTC10-125";"DTC10-125";"DTC10-125";"DTC10-125";"DTC10-125";"DTC10-125";;
"125mm_125_1";"125-I";"125-I";"125-I";"125-I
";"125-I";"125-I";"125-I";"125-I";"125-I";"125-I";"125-I";"125-I";"125-I";"125-I";"125-I";"125-I";"125-I";"125-I";;
"120mm_dyw_1";"DYW1";"DYW1";"DYW1";"DYW1";"DYW1";"DYW1";"DYW1";"DYW1";"DYW1";"DYW1";"DYW1";"DYW1";"DYW1";"DYW1";"DYW1";"DYW1-120";"DYW1";"DYW1-120";;
"120mm_dys_120";"DYS120";"DYS120";"DYS120";"DYS120";"DYS120";"DYS120";"DYS120";"DYS120";"DYS120";"DYS120";"DYS120";"DYS120";"DYS120";"DYS120";"DYS120";"DYS-120";"DYS120";"DYS-120";;
"120mm_ofl_120_f1";"OFL 120 F1";"OFL 120 F1";"OFL 120 F1";"OFL 120 F1";"OFL 120 F1";"OFL 120 F1";"OFL 120 F1";"OFL 120 F1";"OFL 120 F1";"OFL 120 F1";"OFL 120 F1";"OFL 120 F1";"OFL 120 F1";"OFL 120 F1";"OFL 120 F1";"OFL 120 F1";"OFL 120 F1";"OFL 120 F1";;
"120mm_occ_120_g1";"OCC 120 G1";"OCC 120 G1";"OCC 120 G1";"OCC 120 G1";"OCC 120 G1";"OCC 120 G1";"OCC 120 G1";"OCC 120 G1";"OCC 120 G1";"OCC 120 G1";"OCC 120 G1";"OCC 120 G1";"OCC 120 G1";"OCC 120 G1";"OCC 120 G1";"OCC 120 G1";"OCC 120 G1";"OCC 120 G1";;
"120mm_ofl_120_g1";"OFL 120 G1";"OFL 120 G1";"OFL 120 G1";"OFL 120 G1";"OFL 120 G1";"OFL 120 G1";"OFL 120 G1";"OFL 120 G1";"OFL 120 G1";"OFL 120 G1";"OFL 120 G1";"OFL 120 G1";"OFL 120 G1";"OFL 120 G1";"OFL 120 G1";"OFL 120 G1";"OFL 120 G1";"OFL 120 G1";;
"115mm_3bk_15m";"3BK15M";"3BK15M";"3BK15M";"3BK15M";"3BK15M";"3БК15М";"3BK15M";"3BK15M";"3BK15M";"3BK15M";"3BK15M";"3BK15M";"3BK15M";"3BK15M";"3BK15M";"3BK15M";"3BK15M";"3BK15M";;
"115mm_3bm21";"3BM21";"3BM21";"3BM21";"3BM21";"3BM21";"3БМ21";"3BM21";"3BM21";"3BM21";"3BM21";"3BM21";"3BM21";"3BM21";"3BM21";"3BM21";"3BM21";"3BM21";"3BM21";;
"115mm_3bm28";"3BM28";"3BM28";"3BM28";"3BM28";"3BM28";"3БМ28";"3BM28";"3BM28";"3BM28";"3BM28";"3BM28";"3BM28";"3BM28";"3BM28";"3BM28";"3BM28";"3BM28";"3BM28";;
"115mm_3of_27";"3OF27";"3OF27";"3OF27";"3OF27";"3OF27";"3ОФ27";"3OF27";"3OF27";"3OF27";"3OF27";"3OF27";"3OF27";"3OF27";"3OF27";"3OF27";"3OF27";"3OF27";"3OF27";;
"115mm_9m_117";"9M117";"9M117";"9M117";"9M117";"9M117";"9M117";"9M117";"9M117";"9M117";"9M117";"9M117";"9M117";"9M117";"9M117";"9M117";"9M117 堡\t垒";"9M117";"9M117";;
"120mm_jm12a1";"JM12A1";"JM12A1";"JM12A1";"JM12A1";"JM12A1";"JM12A1";"JM12A1";"JM12A1";"JM12A1";"JM12A1";"JM12A1";"JM12A1";"JM12A1";"JM12A1";"JM12A1";"JM12A1";"JM12A1";"JM12A1";;
"120mm_jm33";"JM33";"JM33";"JM33";"JM33";"JM33";"JM33";"JM33";"JM33";"JM33";"JM33";"JM33";"JM33";"JM33";"JM33";"JM33";"JM33";"JM33";"JM33";;
"120mm_dm23";"DM23";"DM23";"DM23";"DM23";"DM23";"DM23";"DM23";"DM23";"DM23";"DM23";"DM23";"DM23";"DM23";"DM23";"DM23";"DM23";"DM23";"DM23";;
"120mm_dm33";"DM33";"DM33";"DM33";"DM33";"DM33";"DM33";"DM33";"DM33";"DM33";"DM33";"DM33";"DM33";"DM33";"DM33";"DM33";"DM33";"DM33";"DM33";;
"120mm_dm43";"DM43";"DM43";"DM43";"DM43";"DM43";"DM43";"DM43";"DM43";"DM43";"DM43";"DM43";"DM43";"DM43";"DM43";"DM43";"DM43";"DM43";"DM43";;
"120mm_dm53";"DM53";"DM53";"DM53";"DM53";"DM53";"DM53";"DM53";"DM53";"DM53";"DM53";"DM53";"DM53";"DM53";"DM53";"DM53";"DM53";"DM53";"DM53";;
"120mm_dm_11";"DM11";"DM11";"DM11";"DM11";"DM11";"DM11";"DM11";"DM11";"DM11";"DM11";"DM11";"DM11";"DM11";"DM11";"DM11";"DM11";"DM11";"DM11";;
"165mm_l33a1";"L33A1";"L33A1";"L33A1";"L33A1";"L33A1";"L33A1";"L33A1";"L33A1";"L33A1";"L33A1";"L33A1";"L33A1";"L33A1";"L33A1";"L33A1";"L33A1";"L33A1";"L33A1";;
"75mm_mle1917";"Mle1917";"Mle1917";"Mle.1917";"Mle1917";"Mle1917";"Mle1917";"Mle1917";"Mle1917";"Mle1917";"Mle 1917";"Model 1917";"Mle1917";"Mle1917";"Mle1917";"Mle1917";"1917 型";"Mle1917";"1917 型";;
"164mm_nord_ss11";"SS.11";"SS-11";"SS.11";"SS.11";"SS.11";"SS.11";"SS-11";"SS-11";"SS.11";"SS-11";"SS.11";"SS.11";"SS.11";"SS.11";"SS.11";"SS.11";"SS.11";"SS.11";;
"47mm_mle1892g";"Mle1892G";"Mle1892G";"Mle1892G";"Mle1892G";"Mle1892G";"Mle1892G";"Mle1892G";"Mle1892G";"Mle1892G";"Mle1892G";"Model 1892G";"Mle1892G";"Mle1892G";"Mle1892G";"Mle1892G";"1892G 型";"Mle1892G";"1892G 型";;
"47mm_mle1935";"Mle1935";"Mle1935";"Mle1935";"Mle1935";"Mle1935";"Mle1935";"Mle1935";"Mle1935";"Mle1935";"Mle1935";"Model 1935";"Mle1935";"Mle1935";"Mle1935";"Mle1935";"1935 型";"Mle1935";"1935 型";;
"47mm_mle1935_he";"Mle1935 HE";"Mle1935 HE";"HE Mle1935";"Mle1935 HE";"Mle1935 HE";"Mle1935 HE";"Mle1935 HE";"Mle1935 HE";"Mle1935 HE";"Mle1935 HE";"Model 1935 HE";"Mle1935 HE";"Mle1935 HE";"Mle1935 HE";"Mle1935 고폭탄";"1935 型\t榴\t弹";"Mle1935 HE";"1935 型\t高\t爆\t彈";;
"75mm_mle1915";"Mle1915";"Mle1915";"Mle1915";"Mle1915";"Mle1915";"Mle1915";"Mle1915";"Mle1915";"Mle1915";"Mle1915";"Model 1915";"Mle1915";"Mle1915";"Mle1915";"Mle1915";"1915 型";"Mle1915";"1915 型";;
"75mm_mle1910m";"Mle1910M";"Mle1910M";"Mle1910M";"Mle1910M";"Mle1910M";"Mle1910M";"Mle1910M";"Mle1910M";"Mle1910M";"Mle1910M";"Model 1910M";"Mle1910M";"Mle1910M";"Mle1910M";"Mle1910M";"1910M 型";"Mle1910M";"1910M 型";;
"47mm_mle1936";"Mle1936";"Mle1936";"Mle1936";"Mle1936";"Mle1936";"Mle1936";"Mle1936";"Mle1936";"Mle1936";"Mle1936";"Mle1936";"Mle1936";"Mle1936";"Mle1936";"Mle1936";"1936 型";"Mle1936";"1936 型";;
"120mm_obus_de_rupture";"120 mm Obus de rupture";"120 mm Obus de rupture";"Proiettile Perforante da 120mm";"120 mm Obus de rupture";"Obus de rupture 120 mm";"120 mm Obus de rupture";"120 мм Obus de rupture";"120 mm Obus de rupture";"120 mm Obus de rupture";"120 mm Obus de rupture";"120 mm Obus de rupture";"120 mm Obus de rupture";"120 mm/Obus de rupture";"Obus de rupture 120 มม.";"120 mm Obus de rupture";"穿\t甲\t弹";"120 mm Obus de rupture";"穿\t甲\t彈";;
"120mm_obus_explosif";"120 mm Obus explosif";"120 mm Obus explosif";"Proiettile Esplosivo da 120mm";"120 mm Obus explosif";"Obus explosif 120 mm";"120 mm Obus explosif";"120 мм Obus explosif";"120 mm Obus explosif";"120 mm Obus explosif";"120 mm Obus explosif";"120 mm Obus explosif";"120 mm Obus explosif";"120 mm/Obus explosif";"Obus explosif 120 มม.";"120 mm Obus explosif";"榴\t弹";"120 mm Obus explosif";"高\t爆\t彈";;
"100mm_sa47_apcbc";"100 mm Obus de rupture";"100 mm Obus de rupture";"Proiettile Perforante da 100mm";"100 mm Obus de rupture";"Obus de rupture 100 mm";"100 mm Obus de rupture";"100 мм Obus de rupture";"100 mm Obus de rupture";"100 mm Obus penetrante";"100 mm Obus de rupture";"100 mm Obus de rupture";"100 mm Obus de rupture";"100 mm/Obus de rupture";"Obus de rupture 100 มม.";"100 mm Obus de rupture";"穿\t甲\t弹";"100 mm Obus de rupture";"穿\t甲\t彈";;
"100mm_sa47_he";"100 mm Obus explosif";"100 mm Obus explosif";"Proiettile Esplosivo da 100mm";"100 mm Obus explosif";"Obus explosif 100 mm";"100 mm Obus explosif";"100 мм Obus explosif";"100 mm Obus explosif";"100 mm Obus explosivo";"100 mm Obus explosif";"100 mm Obus explosif";"100 mm Obus explosif";"100 mm/Obus explosif";"Obus explosif 100 มม.";"100 mm Obus explosif";"榴\t弹";"100 mm Obus explosif";"高\t爆\t彈";;
"142mm_muc";"MUC";"MUC";"MUC";"MUC";"MUC";"MUC";"MUC";"MUC";"MUC";"MUC";"MUC";"MUC";"MUC";"MUC";"MUC";"MUC";"MUC";"MUC";;
"142mm_acra";"MP ACRA";"MP ACRA";"MP ACRA";"MP ACRA";"MP ACRA";"MP ACRA";"MP ACRA";"MP ACRA";"MP ACRA";"MP ACRA";"MP ACRA";"MP ACRA";"MP ACRA";"MP ACRA";"MP ACRA";"MP ACRA";"MP ACRA";"MP ACRA";;
"90mm_occ_90_f2";"OCC 90 F2";"OCC 90 F2";"OCC 90 F2";"OCC 90 F2";"OCC 90 F2";"OCC 90 F2";"OCC 90 F2";"OCC 90 F2";"OCC 90 F2";"OCC 90 F2";"OCC 90 F2";"OCC 90 F2";"OCC 90 F2";"OCC 90 F2";"OCC 90 F2";"OCC 90 F2";"OCC 90 F2";"OCC 90 F2";;
"90mm_ofum_90_f1";"OFUM 90 F1";"OFUM 90 F1";"OFUM 90 F1";"OFUM 90 F1";"OFUM 90 F1";"OFUM 90 F1";"OFUM 90 F1";"OFUM 90 F1";"OFUM 90 F1";"OFUM 90 F1";"OFUM 90 F1";"OFUM 90 F1";"OFUM 90 F1";"OFUM 90 F1";"OFUM 90 F1";"OFUM 90 F1";"OFUM 90 F1";"OFUM 90 F1";;
"90mm_ofl_f1";"OFL 90 F1";"OFL 90 F1";"OFL 90 F1";"OFL 90 F1";"OFL 90 F1";"OFL 90 F1";"OFL 90 F1";"OFL 90 F1";"OFL 90 F1";"OFL 90 F1";"OFL 90 F1";"OFL 90 F1";"OFL 90 F1";"OFL 90 F1";"OFL 90 F1";"OFL 90 F1";"OFL 90 F1";"OFL 90 F1";;
"90mm_ofum_ph90";"OFUM PH90-F2";"OFUM PH90-F2";"OFUM PH90-F2";"OFUM PH90-F2";"OFUM PH90-F2";"OFUM PH90-F2";"OFUM PH90-F2";"OFUM PH90-F2";"OFUM PH90-F2";"OFUM PH90-F2";"OFUM PH90-F2";"OFUM PH90-F2";"OFUM PH90-F2";"OFUM PH90-F2";"OFUM PH90-F2";"OFUM PH 90 F2";"OFUM PH90-F2";"OFUM PH 90 F2";;
"90mm_oe_90_f1";"OE 90 F1";"OE 90 F1";"OE 90 F1";"OE 90 F1";"OE 90 F1";"OE 90 F1";"OE 90 F1";"OE 90 F1";"OE 90 F1";"OE 90 F1";"OE 90 F1";"OE 90 F1";"OE 90 F1";"OE 90 F1";"OE 90 F1";"OE 90 F1";"OE 90 F1";"OE 90 F1";;
"90mm_occ_90_62";"OCC 90-62";"OCC 90-62";"OCC 90-62";"OCC 90-62";"OCC 90-62";"OCC 90-62";"OCC 90-62";"OCC 90-62";"OCC 90-62";"OCC 90-62";"OCC 90-62";"OCC 60-62";"OCC 90-62";"OCC 60-62";"OCC 90-62";"OCC 90-62";"OCC 90-62";"OCC 90-62";;
"75mm_xm885";"XM885";"XM885";"XM885";"XM885";"XM885";"XM885";"XM885";"XM885";"XM885";"XM885";"XM885";"XM885";"XM885";"XM885";"XM885";"XM885";"XM885";"XM885";;
"105mm_ofl_f3";"OFL 105 F3";"OFL 105 F3";"OFL 105 F3";"OFL 105 F3";"OFL 105 F3";"OFL 105 F3";"OFL 105 F3";"OFL 105 F3";"OFL 105 F3";"OFL 105 F3";"OFL 105 F3";"OFL 105 F3";"OFL 105 F3";"OFL 105 F3";"OFL 105 F3";"OFL 105 F3";"OFL 105 F3";"OFL 105 F3";;
"105mm_occ_f3";"OCC 105 F3";"OCC 105 F3";"OCC 105 F3";"OCC 105 F3";"OCC 105 F3";"OCC 105 F3";"OCC 105 F3";"OCC 105 F3";"OCC 105 F3";"OCC 105 F3";"OCC 105 F3";"OCC 105 F3";"OCC 105 F3";"OCC 105 F3";"OCC 105 F3";"OCC 105 F3";"OCC 105 F3";"OCC 105 F3";;
"105mm_o_fum_ph_f3";"O-FUM-PH-105 F3";"O-FUM-PH-105 F3";"O-FUM-PH-105 F3";"O-FUM-PH-105 F3";"O-FUM-PH-105 F3";"O-FUM-PH-105 F3";"O-FUM-PH-105 F3";"O-FUM-PH-105 F3";"O-FUM-PH-105 F3";"O-FUM-PH-105 F3";"O-FUM-PH-105 F3";"O-FUM-PH-105 F3";"O-FUM-PH-105 F3";"O-FUM-PH-105 F3";"O-FUM-PH-105 F3";"OFUM PH 105 F3";"O-FUM-PH-105 F3";"OFUM PH 105 F3";;
"105mm_oe_f3";"OE 105 F3";"OE 105 F3";"OE 105 F3";"OE 105 F3";"OE 105 F3";"OE 105 F3";"OE 105 F3";"OE 105 F3";"OE 105 F3";"OE 105 F3";"OE 105 F3";"OE 105 F3";"OE 105 F3";"OE 105 F3";"OE 105 F3";"OE 105 F3";"OE 105 F3";"OE 105 F3";;
"105mm_occ_f1";"OCC 105 F1";"OCC 105 F1";"OCC 105 F1";"OCC 105 F1";"OCC 105 F1";"OCC 105 F1";"OCC 105 F1";"OCC 105 F1";"OCC 105 F1";"OCC 105 F1";"OCC 105 F1";"OCC 105 F1";"OCC 105 F1";"OCC 105 F1";"OCC 105 F1";"OCC 105 F1";"OCC 105 F1";"OCC 105 F1";;
"105mm_ofl_105_f1";"OFL 105 F1";"OFL 105 F1";"OFL 105 F1";"OFL 105 F1";"OFL 105 F1";"OFL 105 F1";"OFL 105 F1";"OFL 105 F1";"OFL 105 F1";"OFL 105 F1";"OFL 105 F1";"OFL 105 F1";"OFL 105 F1";"OFL 105 F1";"OFL 105 F1";"OFL 105 F1";"OFL 105 F1";"OFL 105 F1";;
"105mm_ofl_105_g1";"OFL 105 G1";"OFL 105 G1";"OFL 105 G1";"OFL 105 G1";"OFL 105 G1";"OFL 105 G1";"OFL 105 G1";"OFL 105 G1";"OFL 105 G1";"OFL 105 G1";"OFL 105 G1";"OFL 105 G1";"OFL 105 G1";"OFL 105 G1";"OFL 105 G1";"OFL 105 G1";"OFL 105 G1";"OFL 105 G1";;
"105mm_oe_f1_mle60";"OE 105 F1 Mle.60";"OE 105 F1 Mle.60";"OE 105 F1 Mod.60";"OE 105 F1 Mle.60";"OE 105 F1 Mle.60";"OE 105 F1 Mle.60";"OE 105 F1 Mle.60";"OE 105 F1 Mle.60";"OE 105 F1 Mle.60";"OE 105 F1 Mle.60";"OE 105 F1 model 60";"OE 105 F1 Mle.60";"OE 105 F1 Mle.60";"OE 105 F1 Mle.60";"OE 105 F1 Mle.60";"OE 105 F1 60 型";"OE 105 F1 Mle.60";"OE 105 F1 60 型";;
"105mm_ofph_f1";"OFPH 105 F1";"OFPH 105 F1";"OFPH 105 F1";"OFPH 105 F1";"OFPH 105 F1";"OFPH 105 F1";"OFPH 105 F1";"OFPH 105 F1";"OFPH 105 F1";"OFPH 105 F1";"OFPH 105 F1";"OFPH 105 F1";"OFPH 105 F1";"OFPH 105 F1";"OFPH 105 F1";"OFUM PH 105 F1";"OFPH 105 F1";"OFUM PH 105 F1";;
"90mm_sa45_apc";"Obus de rupture";"Obus de rupture";"Obus de rupture";"Obus de rupture";"Obus de rupture";"Obus de rupture";"Obus de rupture";"Obus de rupture";"Obus de rutura";"Obus de rupture";"Obus de rupture";"Obus de rupture";"Obus de rupture";"Obus de rupture";"Obus de rupture";"穿\t甲\t弹";"Obus de rupture";"穿\t甲\t彈";;
"90mm_sa45_he";"Obus explosif";"Obus explosif";"Obus explosif";"Obus explosif";"Obus explosif";"Obus explosif";"Obus explosif";"Obus explosif";"Obus explosivo";"Obus explosif";"Obus explosif";"Obus explosif";"Obus explosif";"Obus explosif";"Obus explosif";"榴\t弹";"Obus explosif";"高\t爆\t彈";;
"13mm_p";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P";"P";;
"13mm_tp";"TP";"TP";"TP";"TP";"TP";"TP";"TP";"TP";"TP";"TP";"TP";"TP";"TP";"TP";"TP";"TP";"TP";"TP";;
"75mm_obus_de_rupture";"OR Mle.44";"OR Mle.44";"OR Mle.44";"OR Mle. 44";"OR Mle.44";"OR Mle.44";"OR Mle.44";"OR Mle.44";"OR Mle.44";"OR Mle.44";"OR Mle.44";"OR Mle.44";"OR Mle.44";"OR Mle.44";"OR Mle.44";"44 型\t穿\t甲\t弹";"OR Mle.44";"44 型\t穿\t甲\t彈";;
"75mm_obus_explosif";"OE Mle.28";"OE Mle.28";"OE Mle.28";"OE Mle. 28";"OE Mle.28";"OE Mle.28";"OE Mle.28";"OE Mle.28";"OE Mle.28";"OE Mle.28";"OE Mle.28";"OE Mle.28";"OE Mle.28";"OE Mle.28";"OE Mle.28";"28 型\t榴\t弹";"OE Mle.28";"28 型\t高\t爆\t彈";;
"75mm_sa50_he";"OE Mle 1951";"OE Mle 1951";"OE Mle 1951";"OE Mle 1951";"OE Mle 1951";"OE Mle 1951";"OE Mle 1951";"OE Mle 1951";"OE Mle 1951";"OE Mle 1951";"OE Mle 1951";"HE";"OE Mle 1951";"HE";"OE Mle 1951";"OE 51 型";"OE Mle 1951";"1951 型\t高\t爆\t彈";;
"75mm_pot51a";"POT-51A";"POT-51A";"POT-51A";"POT-51A";"POT-51A";"POT-51A";"POT-51A";"POT-51A";"POT-51A";"POT-51A";"POT-51A";"POT-51A";"POT-51A";"POT-51A";"POT-51A";"POT-51A";"POT-51A";"POT-51A";;
"75mm_pcot51p";"PCOT-51P";"PCOT-51P";"PCOT-51P";"PCOT-51P";"PCOT-51P";"PCOT-51P";"PCOT-51P";"PCOT-51P";"PCOT-51P";"PCOT-51P";"PCOT-51P";"PCOT-51P";"PCOT-51P";"PCOT-51P";"PCOT-51P";"PCOT-51P";"PCOT-51P";"PCOT-51P";;
"25mm_mle1934_tp_ch_f";"Mle1934 TP (Ch.F)";"Mle1934 TP (Ch.F)";"TP Mod.1934 (Ch.F)";"Mle1934 TP (Ch.F)";"Mle1934 TP (Ch.F)";"Mle1934 TP (Ch.F)";"Mle1934 TP (Ch.F)";"Mle1934 TP (Ch.F)";"Mle1934 TP (Ch.F)";"Mle1934 TP (Ch.F)";"Model 1934 TP (Ch.F)";"Mle1934 TP (Ch.F)";"Mle1934 TP (Ch.F)";"Mle1934 TP (Ch.F)";"Mle1934 TP (Ch.F)";"1934 型\t曳\t光\t穿\t甲\t弹";"Mle1934 TP (Ch.F)";"1934 型\t穿\t甲\t曳\t光\t彈";;
"20mm_B";"20 mm AP";"20 mm AP ";"AP da 20mm";"20 mm AP";"20 mm AP ";"20-мм ББ снаряд";"20-мм ББ снаряд";"20 mm AP ";"20 mm AP ";"20 mm AP ";"20 mm AP";"20 mm AP";"20 mm/AP";"AP 20 มม.";"20 mm AP ";"AP";"20 mm AP";"AP";;
"120mm_50_granata_perforante_ap";"120 mm APCBC Perforante";"APCBC Perforante de 120 mm";"Perforante da 120mm (APCBC)";"120 mm APCBC Perforante";"120 mm APCBC Perforante";"120-мм ББ Perforante";"120-мм ББ Perforante";"120-мм APCBC Perforante";"120-мм APCBC Perforante";"120-мм APCBC Perforante";"120 mm APCBC Perforante";"120 mm APCBC Perforante";"120 mm/APCBC Perforante";"APCBC Perforante 120 มม.";"120 mm APCBC Perforante";"穿\t甲\t榴\t弹";"120-mm APCBC Perforante";"被\t帽\t風\t帽\t穿\t甲\t彈";;
"120mm_50_granata_dirompente_he";"120 mm HE Dirompente";"HE Dirompente de 120 mm";"Dirompente da 120mm (HE)";"120 mm HE Dirompente";"120 mm HE Dirompente";"120-мм ОФ Dirompente";"120-мм ОФ Dirompente";"120-мм HE Dirompente";"120-мм HE Dirompente";"120-мм HE Dirompente";"120 mm HE Dirompente";"120 mm HE Dirompente";"120 mm/HE Dirompente";"HE Dirompente 120 มม.";"120 mm HE Dirompente";"爆\t破\t榴\t弹";"120-mm HE Dirompente";"爆\t破\t榴\t彈";;
"120mm_50_granata_dirompente_contro_aerea_he";"120 mm HE-TF Contro-aerea";"HE-TF Contro-aerea de 120 mm";"Controaerei da 120mm (HE-TF)";"120 mm HE-TF Contro-aerea";"120 mm HE-TF Contro-aerea";"120-мм ОФ-ДВ Contro-aerea";"120-мм ОФ-ДП Contro-aerea";"120-мм HE-TF Contro-aerea";"120-мм HE-TF Contro-aerea";"120-мм HE-TF Contro-aerea";"120 mm HE-TF Contro-aerea";"120 mm HE-TF Contro-aerea";"120 mm/HE-TF Contro-aerea";"HE-TF Contro-aerea 120 มม.";"120 mm HE-TF Contro-aerea";"防\t空\t爆\t破\t榴\t弹";"120-mm HE-TF Contro-aerea";"防\t空\t爆\t破\t榴\t弹";;
"120mm_50";"120 mm HE";"120 mm HE";"HE da 120 mm";"120 mm HE";"120 mm HE";"120-мм ОФ";"120-мм ОФ";"120 mm HE";"120 mm HE";"120 mm HE";"120 mm HE";"120 mm HE";"120 mm/HE";"HE 120 มม.";"120 mm HE";"榴\t弹";"120 mm HE";"高\t爆\t彈";;
"102mm_45_sap";"SAP";"SAP";"SAP";"SAP";"SAP";"ПБ";"SAP";"SAP";"SAP";"SAP";"SAP";"SAP";"SAP";"SAP";"SAP";"半\t穿\t甲\t弹";"SAP";"SAP";;
"75_32_apcbc";"Granata Perforante 75/32";"Granata Perforante 75/32";"Granata Perforante da 75/32";"Granata Perforante 75/32";"Granata Perforante 75/32";"Granata Perforante 75/32";"Granata Perforante 75/32";"Granata Perforante 75/32";"Granata Perforante 75/32";"Granata Perforante 75/32";"Granata Perforante 75/32";"Granata Perforante 75/32";"Granata Perforante 75/32";"Granata Perforante 75/32";"Granata Perforante 75/32";"穿\t甲\t榴\t弹";"Granata Perforante 75/32";"穿\t甲\t榴\t彈";;
"75_32_he";"Granata 75/32";"Granata 75/32";"Granata da 75/32";"Granata 75/32";"Granata 75/32";"Granata 75/32";"Granata 75/32";"Granata 75/32";"Granata 75/32";"Granata 75/32";"Granata 75/32";"Granata 75/32";"Granata 75/32";"Granata 75/32";"Granata 75/32";"榴\t弹";"Granata 75/32";"榴\t彈";;
"aa_fcv_missile";"AAMW";"AAMW";"AAMW";"AAMW";"AAMW";"AAMW";"AAMW";"AAMW";"AAMW";"AAMW";"AAMW";"AAMW";"AAMW";"AAMW";"AAMW";"AAMW";"AAMW";"AAMW";;
"81mm_3d17";"81 mm smoke grenade 3D17";"Grenade fumigène de 81mm 3D17";"Granata fumogena da 81mm 3D17";"81 mm Nebelgranate 3D17";"Granada de humo 3D17 de 81 mm";"81-мм дымовая граната 3Д17";"81-мм димова граната 3D17";"Granat dymny 3D17 kal. 81 mm";"Granada de fumo de 81mm 3D17";"81 mm sis bombası 3D17";"81 mm kouřový granát 3D17";"Χειροβομβίδα καπνού 81 mm 3D17";"Granat asap 81 mm/3D17";"ระเบิดควัน 3D17 81 มม.";"81 mm 3D17 연막탄";"3D17";"81mm 発煙弾 3D17 発射筒";"3D17";;
"127_bgm_71_TOW";"TOW";"TOW";"TOW";"TOW";"TOW";"TOW";"TOW";"TOW";"TOW";"TOW";"TOW";"TOW";"TOW";"TOW";"TOW";"TOW";"TOW";"TOW";;
"127mm_atgm_tow";"TOW";"TOW";"TOW";"TOW";"TOW";"TOW";"TOW";"TOW";"TOW";"TOW";"TOW";"TOW";"TOW";"TOW";"TOW";"TOW";"TOW";"TOW";;
"25mm_m919";"M919";"M919";"M919";"M919";"M919";"M919";"M919";"M919";"M919";"M919";"M919";"M919";"M919";"M919";"M919";"M919";"M919";"M919";;
"25mm_pmb_09";"PMB 09";"PMB 09";"PMB 09";"PMB 09";"PMB 09";"PMB 09";"PMB 090";"PMB 09";"PMB 09";"PMB 09";"PMB 09";"PMB 09";"PMB 09";"PMB 09";"PMB 09";"PMB 09";"PMB 09";"PMB 09";;
"25mm_PMB09_APDS_FS/name";"PMB 090";"PMB 090";"PMB 090";"PMB 090";"PMB 090";"PMB 090";"PMB 090";"PMB 090";"PMB 090";"PMB 090";"PMB 090";"PMB 090";"PMB 090";"PMB 090";"PMB 090";"PMB 090";"PMB 090";"PMB 090";;
