"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"flare_bullet_large_add_pod/name/short";"Flares L(Add)";"Leurres L (Add)";"Flare L(Add)";"Flares L(Add)";"Bengalas L(Add)";"ЛТЦ К(Доп)";"Теплові пастки L (Add)";"Flary D(Add)";"Sinalizadores L(Add)";"Flare L(Add)";"Fléry L(Add)";"Θερμοβολίδες L(Add)";"Suar L (Add)";"แฟลร์ L (Add)";"대구경 플레어 (ADD)";"大\t口\t径\t热\t焰\t弹 (吊\t舱)";"フレア L （追加）";"照\t明\t彈 L\t（升\t級）";;
"chaff_bullet_pids/name";"Chaff (countermeasure MAWS)";"Paillettes (contre-mesure MAWS)";"Chaff (contromisure MAWS)";"Düppel (Gegenmaßnahme MAWS)";"Chaff (contramedida MAWS)";"Дипольные отражатели БКО";"Дипольний відбивач (засіб протидії MAWS)";"Dipole (środki zakłócające MAWS)";"Refletores antirradar (contramedida MAWS)";"Chaff (karşı tedbir MAWS)";"Dipóly (protiopatření MAWS)";"Αερόφυλλα (αντίμετρο MAWS)";"Sekam (penangkal MAW)";"เป้าลวง (มาตรการโต้ตอบ MAWS)";"채프 (MAWS 기만책)";"干\t扰\t箔 (导\t弹\t逼\t近\t告\t警\t系\t统)";"チャフ （対策\tMAWS）";"箔\t條\t（反\t制\t措\t施\tMAWS）";;
"chaff_bullet_pids/name/short";"Chaff(MAWS)";"Paillettes (MAWS)";"Chaff(MAWS)";"Düppel (MAWS)";"Chaff(MAWS)";"ДО(БКО)";"Дипольний відбивач (MAWS)";"Dipole(MAWS)";"Refletores antirradar (MAWS)";"Chaff(MAWS)";"Dipóly (MAWS)";"Αερόφυλλα (MAWS)";"Sekam (MAW)";"เป้าลวง (MAWS)";"채프 (MAWS)";"干\t扰\t箔 (MAW)";"チャフ （MAWS）";"箔\t條\t（MAWS）";;
"chaff_bullet_maw/name";"Chaff (countermeasure MAWS)";"Paillettes (contre-mesure MAWS)";"Chaff (contromisure MAWS)";"Düppel (Gegenmaßnahme MAWS)";"Chaff (contramedida MAWS)";"Дипольные отражатели БКО";"Дипольний відбивач (засіб протидії MAWS)";"Dipole (środki zakłócające MAWS)";"Refletores antirradar (contramedida MAWS)";"Chaff (karşı tedbir MAWS)";"Dipóly (protiopatření MAWS)";"Αερόφυλλα (αντίμετρο MAWS)";"Sekam (penangkal MAW)";"เป้าลวง (มาตรการโต้ตอบ MAWS)";"채프 (MAWS 기만책)";"干\t扰\t箔 (导\t弹\t逼\t近\t告\t警\t系\t统)";"チャフ （対策\tMAWS）";"箔\t條\t（反\t制\t措\t施\tMAWS）";;
"chaff_bullet_maw/name/short";"Chaff(MAWS)";"Paillettes (MAWS)";"Chaff(MAWS)";"Düppel (MAWS)";"Chaff(MAWS)";"ДО(БКО)";"Дипольний відбивач (MAWS)";"Dipole(MAWS)";"Refletores antirradar (MAWS)";"Chaff(MAWS)";"Dipóly (MAWS)";"Αερόφυλλα (MAWS)";"Sekam (MAW)";"เป้าลวง (MAWS)";"채프 (MAWS)";"干\t扰\t箔 (MAW)";"チャフ （MAWS）";"箔\t條\t（MAWS）";;
"chaff_bullet_large_maw/name";"Chaff (countermeasure large caliber MAWS)";"Paillettes (contre-mesure MAWS de gros calibre)";"Chaff (contromisure di grosso calibro MAWS)";"Düppel (Gegenmaßnahme Großkaliber MAWS)";"Chaff (contramedida de gran calibre MAWS)";"Дипольные отражатели (крупные) БКО";"Дипольний відбивач (засіб протидії MAWS великим калібрам)";"Dipole (środki zakłócające dużego kalibru MAWS)";"Refletores antirradar (contramedida de grande calibre MAWS)";"Chaff (karşı tedbir büyük kalibre MAWS)";"Dipóly (velkorážné protiopatření MAWS)";"Αερόφυλλα (αντίμετρο μεγάλου διαμετρήματος MAWS)";"Sekam (penangkal MAW kaliber besar)";"เป้าลวง (มาตรการโต้ตอบลำกล้องใหญ่ MAWS)";"대구경 채프 (MAWS 기만책)";"大\t口\t径\t干\t扰\t箔 (导\t弹\t逼\t近\t告\t警\t系\t统)";"チャフ （対策大口径\tMAWS）";"箔\t條\t（反\t制\t措\t施\tlarge caliber MAWS）";;
"chaff_bullet_large_maw/name/short";"Chaff L(MAWS)";"Paillettes L (MAWS)";"Chaff L(MAWS)";"Düppel L(MAWS)";"Chaff L(MAWS)";"ДО К(БКО)";"Дипольний відбивач L (MAWS)";"Dipole D(MAWS)";"Refletores antirradar L(MAWS)";"Chaff L(MAWS)";"Dipóly L(MAWS)";"Αερόφυλλα L(MAWS)";"Sekam L (MAW)";"เป้าลวง L (MAWS)";"대구경 채프 (MAWS)";"大\t口\t径\t干\t扰\t箔 (MAW)";"チャフ L （MAWS）";"箔\t條 L\t（MAWS）";;
"chaff_bullet_bol/name";"Chaff (countermeasure BOL)";"Paillettes (contre-mesure BOL)";"Chaff (contromisure BOL)";"Düppel (Gegenmaßnahme BOL)";"Chaff (contramedida BOL)";"Дипольные отражатели (BOL)";"Дипольний відбивач (засіб протидії BOL)";"Dipole (środki zakłócające BOL)";"Refletores antirradar (contramedida BOL)";"Chaff (karşı tedbir BOL)";"Dipóly (protiopatření BOL)";"Αερόφυλλα (αντίμετρο BOL)";"Sekam (penangkal BOL)";"เป้าลวง (มาตรการโต้ตอบ BOL)";"채프 (BOL 기만책)";"干\t扰\t箔 (BOL 复\t合\t干\t扰\t系\t统)";"チャフ （対策\tBOL）";"箔\t條\t（反\t制\t措\t施\tBOL）";;
"chaff_bullet_bol/name/short";"Chaff BOL";"Paillettes BOL";"Chaff BOL";"Düppel BOL";"Chaff BOL";"ДО BOL";"Дипольний відбивач BOL";"Dipole BOL";"Refletores antirradar BOL";"Chaff BOL";"Dipóly BOL";"Αερόφυλλα BOL";"Sekam BOL";"เป้าลวง BOL";"채프 BOL";"干\t扰\t箔 (BOL)";"チャフ BOL";"箔\t條 BOL";;
"chaff_bullet_add_pod/name";"Chaff (countermeasure Add)";"Paillettes (contre-mesure Add)";"Chaff (contromisure Add)";"Düppel (Gegenmaßnahme Add)";"Chaff (contramedida Add)";"Дипольные отражатели (Доп)";"Дипольний відбивач (засіб протидії Add)";"Dipole (środki zakłócające Add)";"Refletores antirradar (contramedida Add)";"Chaff (karşı tedbir Add)";"Dipóly (protiopatření Add)";"Αερόφυλλα (αντίμετρο Add))";"Sekam (penangkal Add)";"เป้าลวง (มาตรการโต้ตอบ Add)";"채프 (ADD 기만책)";"干\t扰\t箔 (附\t加\t干\t扰\t吊\t舱)";"チャフ （対策追加）";"箔\t條\t（反\t制\t措\t施\t升\t級）";;
"chaff_bullet_add_pod/name/short";"Chaff (Add)";"Paillettes (Add)";"Chaff (Add)";"Düppel (Add)";"Chaff (Add)";"ДО (Доп)";"Дипольний відбивач (Add)";"Dipole (Add)";"Refletores antirradar (Add)";"Chaff (Add)";"Dipóly (Add)";"Αερόφυλλα (Add)";"Sekam (Add)";"เป้าลวง (Add)";"채프 (ADD)";"干\t扰\t箔 (吊\t舱)";"チャフ （追加）";"箔\t條\t（升\t級）";;
"chaff_bullet_large_add_pod/name";"Chaff (countermeasure large caliber Add)";"Paillettes (contre-mesure Add de gros calibre)";"Chaff (contromisure di grosso calibro Add)";"Düppel (Gegenmaßnahme Großkaliber Add)";"Chaff (contramedida de gran calibre Add)";"Дипольные отражатели (крупные Доп)";"Дипольний відбивач (засіб протидії Add великим калібрам)";"Dipole (środki zakłócające dużego kalibru Add)";"Refletores antirradar (contramedida de grande calibre Add)";"Chaff (karşı tedbir büyük kalibre Add)";"Dipóly (velkorážné protiopatření Add)";"Αερόφυλλα (αντίμετρο μεγάλου διαμετρήματος Add)";"Sekam (penangkal Add kaliber besar)";"เป้าลวง (มาตรการโต้ตอบลำกล้องใหญ่ Add)";"대구경 채프 (ADD 기만책)";"大\t口\t径\t干\t扰\t箔 (附\t加\t干\t扰\t吊\t舱)";"チャフ （対策大口径追加）";"箔\t條\t（反\t制\t措\t施\tlarge caliber 升\t級）";;
"chaff_bullet_large_add_pod/name/short";"Chaff L(Add)";"Paillettes L (Add)";"Chaff L(Add)";"Düppel L(Add)";"Chaff L(Add)";"ДО К(Доп)";"Дипольний відбивач L (Add)";"Dipole D(Add)";"Refletores antirradar L(Add)";"Chaff L(Add)";"Dipóly L(Add)";"Αερόφυλλα L(Add)";"Sekam L (Add)";"เป้าลวง L (Add)";"대구경 채프 (ADD)";"大\t口\t径\t干\t扰\t箔 (吊\t舱)";"チャフ L （追加）";"箔\t條 L\t（升\t級）";;
"weapons/us_m8bazooka";"M8 rocket";"Roquette M8";"Razzo M8";"M8 Rakete";"Bazuca M10";"Ракета M8";"Ракета M8";"Rakieta M8";"Foguete M8";"M8 roket";"raketa M8";"Ρουκέτα M8";"Roket M8";"จรวด M8";"M8 로켓";"M8 火\t箭\t弹";"M10\tバズーカ";"M8 巴\t祖\t卡\t火\t箭\t彈";;
"weapons/de_rz65_rocket";"RZ.65 rockets";"Roquettes RZ.65";"Razzi RZ.65";"RZ.65-Raketen";"Cohetes RZ.65";"Ракеты RZ.65";"ракети RZ.65";"Rakiety RZ 65";"Rockets RZ.65";"RZ.65 roket";"raketa RZ 65";"Ρουκέτες RZ.65";"Roket RZ.65";"จรวด RZ.65";"RZ 65 로켓";"RZ 65 火\t箭\t弹";"RZ.65\tロケット\t弾";"RZ 65 火\t箭\t彈";;
"weapons/de_rz65_rocket/short";"RZ 65";"RZ 65";"RZ 65";"RZ 65";"RZ 65";"RZ 65";"RZ 65";"RZ 65";"RZ 65";"RZ 65";"RZ 65";"RZ 65";"RZ 65";"RZ 65";"RZ 65";"RZ 65";"RZ 65";"RZ 65";;
"weapons/de_br20/short";"Wfr.Gr.21";"Wfr.Gr.21";"Wfr.Gr.21";"Wfr.Gr.21";"Wfr.Gr.21";"Wfr.Gr.21";"Wfr.Gr. 21";"Wfr. Gr. 21";"Wfr.Gr.21";"W.Gr.21";"Wfr.Gr 21";"Wfr.Gr.21";"Wfr.Gr.21";"Wfr.Gr.21";"Wfr.Gr.21";"Wfr.Gr. 21";"Wfr.Gr.21";"Wfr.Gr. 21";;
"weapons/su_rbs132/short";"RBS-132";"RBS-132";"RBS-132";"RBS-132";"RBS-132";"РБС-132";"РБС-132";"RBS-132";"RBS-132";"RBS-132";"RBS-132";"RBS-132";"RBS-132";"RBS-132";"RBS-132";"RBS-132";"RBS-132";"RBS-132";;
"weapons/su_rbs82/short";"RBS-82";"RBS-82";"RBS-82";"RBS-82";"RBS-82";"РБС-82";"РБС-82";"RBS-82";"RBS-82";"RBS-82";"RBS-82";"RBS-82";"RBS-82";"RBS-82";"RBS-82";"RBS-82";"RBS-82";"RBS-82";;
"weapons/jp_navy_rocket_type5_number6_84kg/short";"Type 5 No.6 Mod.9";"Type 5 No.6 Mod.9";"Tipo 5 N°6 Mod.9";"Typ 5 Nr.6 Mod.9";"Tipo 5 No.6 Mod.9";"Type 5 No.6 Mod.9";"Type 5 No.6 Mod.9";"Typ 5 Nr 6 Model 9";"Type 5 No.6 Mod.9";"Type 5 No.6 Mod.9";"Typ 3 Mk.9";"Type 5 No.6 Mod.9";"Type 5 No.6 Mod.9";"Type 5 No.6 Mod.9";"5식 6번 9형";"五\t式\t六\t番\t九\t号";"五式六番九号爆弾";"五\t式\t六\t番\t九\t號";;
"weapons/us_5_in_hvar/short";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";;
"weapons/us_5_in_hvar_c/short";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";;
"weapons/us_5_in_hvar_c_default/short";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";;
"weapons/us_5_in_hvar_d/short";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";;
"weapons/us_5_in_hvar_2/short";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";;
"weapons/us_5_in_hvar_b/short";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";;
"weapons/su_s_24_rocket/short";"S-24";"S24";"S24";"S24";"S24";"С-24";"С-24";"S24";"S24";"S-24";"S-24";"S-24";"S-24";"S-24";"S24";"S-24";"S24";"S24";;
"weapons/us_11_75_in_tiny_tim/short";"Tiny Tim";"Tiny Tim";"Tiny Tim";"Tiny Tim";"Tiny Tim";"Tiny Tim";"Tiny Tim";"Tiny Tim";"Tiny Tim";"Tiny Tim";"Tiny Tim";"Tiny Tim";"Tiny Tim";"Tiny Tim";"타이니 팀";"“小\t蒂\t姆”";"ティニー・ティム";"小\t蒂\t姆";;
"weapons/us_5_in_hvar_a/short";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"高\t速\t航\t空\t火\t箭\t彈\t(HVAR)";;
"weapons/us_5_in_hvar_a_default/short";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";;
"weapons/us_5_in_hvar_b_default/short";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";;
"weapons/us_11_75_in_tiny_tim_army/short";"Tiny Tim";"Tiny Tim";"Tiny Tim";"Tiny Tim";"Tiny Tim";"Tiny Tim";"Tiny Tim";"Tiny Tim";"Tiny Tim";"Tiny Tim";"Tiny Tim";"Tiny Tim";"Tiny Tim";"Tiny Tim";"타이니 팀";"“小\t蒂\t姆”";"ティニー・ティム";"小\t蒂\t姆";;
"weapons/uk_hvar/short";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";"HVAR";;
"weapons/de_r4m_pb2_rocket/short";"Pb2";"Pb2";"Pb2";"Pb2";"Pb2";"Pb2";"Pb2";"Pb2";"Pb2";"Pb2";"Pb 2";"Pb2";"Pb2";"Pb2";"Pb2";"Pb2";"Pb2";"Pb2";;
"weapons/uk_rp3/short";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";;
"weapons/uk_rp3_2/short";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";;
"weapons/uk_rp3_3/short";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";;
"weapons/uk_rp3_4a/short";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";;
"weapons/uk_rp3_4b/short";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";"RP-3";;
"weapons/us_m8bazooka/short";"M8";"M8";"M8";"M8";"M8";"M8";"M8";"M8";"M8";"M8";"M8";"M8";"M8";"M8";"M8";"M8";"M8";"M8";;
"weapons/swd_m41_torpedo";"m/41 torpedo";"Torpille m/41";"Siluro m/41";"m/41 Torpedo";"Torpedo m/41";"торпеда m/41";"торпеда m/41";"Torpeda m/41";"Torpedo m/41";"m/41 torpido";"torpédo m/41";"τορπίλη m/41";"Torpedo m/41";"ตอร์ปิโด m/41";"m/41 어뢰";"m/41 鱼\t雷";"m/41 魚雷";"m/41 魚\t雷";;
"weapons/swd_m41_torpedo/short";"m/41";"m/41";"m/41";"m/41";"m/41";"m/41";"m/41";"m/41";"m/41";"m/41";"m/41";"m/41";"m/41";"m/41";"m/41";"m/41";"m/41";"m/41";;
"weapons/swd_m36_torpedo";"m/36 torpedo";"Torpille m/36";"Siluro m/36";"m/36 Torpedo";"Torpedo m/36";"торпеда m/36";"торпеда m/36";"Torpeda m/36";"Torpedo m/36";"m/36 torpido";"torpédo m/36";"τορπίλη m/36";"Torpedo m/36";"ตอร์ปิโด m/36";"m/36 어뢰";"m/36 鱼\t雷";"m/36 魚雷";"m/36 魚\t雷";;
"weapons/swd_m36_torpedo/short";"m/36";"m/36";"m/36";"m/36";"m/36";"m/36";"m/36";"m/36";"m/36";"m/36";"m/36";"m/36";"m/36";"m/36";"m/36";"m/36";"m/36";"m/36";;
"weapons/swd_m38_torpedo";"m/38 torpedo";"Torpille m/38";"Siluro m/38";"m/38 Torpedo";"Torpedo m/38";"торпеда m/38";"торпеда m/38";"Torpeda m/38";"Torpedo m/38";"m/38 torpido";"torpédo m/38";"τορπίλη m/38";"Torpedo m/38";"ตอร์ปิโด m/38";"m/38 어뢰";"m/38 鱼\t雷";"m/38 魚雷";"m/38 魚\t雷";;
"weapons/swd_m38_torpedo/short";"m/38";"m/38";"m/38";"m/38";"m/38";"m/38";"m/38";"m/38";"m/38";"m/38";"m/38";"m/38";"m/38";"m/38";"m/38";"m/38";"m/38";"m/38";;
"weapons/jp_type91mod2_torpedo";"Type 91 Model 2 torpedo (835 kg)";"Torpille type 91 mod 2 (935 kg)";"Siluro Tipo 91 Mod. 2 (835 kg)";"Torpedo Typ-91 Mod. 2 (835 kg)";"Torpedo tipo 91 modelo 2 (935 kg)";"торпеда Type 91 Model 2 (835 кг)";"торпеда тип 91 мод. 2 (935 кг)";"Torpeda wz. 91 mod. 2 (835 kg)";"Torpedo Type 91 Modelo 2 (835 kg)";"Type 91 Model 2 torpido (835 kg)";"835 kg torpédo typ 91 model 2";"Τορπίλη Type 91 Model 2 (835 kg)";"Torpedo Type 91 Model 2 (835 kg)";"ตอร์ปิโด Type 91 Model 2 (835 กก.)";"91식 항공어뢰 개2 (835 kg)";"九\t一\t式\t航\t空\t鱼\t雷\t改\t二\t（835 千\t克）";"九一式 航空魚雷改二 (838 kg)";"九\t一\t式\t航\t空\t魚\t雷\t改\t二\t（835 公\t斤）";;
"weapons/jp_type91mod3_torpedo";"Type 91 Model 3 torpedo (850 kg)";"Torpille type 91 mod 3 (857 kg)";"Siluro Tipo 91 Mod. 3 (850 kg)";"Torpedo Typ 91 Mod. 3 (850 kg)";"Torpedo tipo 91 modelo 3 (857 kg)";"торпеда Type 91 Model 3 (850 кг)";"торпеда тип 91 мод. 3 (857 кг)";"Torpeda wz. 91 mod. 3 (850 kg)";"Torpedo Type 91 Modelo 3 (850 kg)";"Type 91 Model 3 torpido (850 kg)";"850 kg torpédo typ 91 model 3";"Τορπίλη Type 91 Model 3 (850 kg)";"Torpedo Type 91 Model 3 (850 kg)";"ตอร์ปิโด Type 91 Model 3 (850 กก.)";"91식 항공어뢰 개3 (850 kg)";"九\t一\t式\t航\t空\t鱼\t雷\t改\t三\t（850 千\t克）";"九一式 航空魚雷改三 (848 kg)";"九\t一\t式\t航\t空\t魚\t雷\t改\t三\t（850 公\t斤）";;
"weapons/uk_mk12_torpedo";"18 inch Mark XII torpedo (1548 lbs)";"18 inch Mark XII torpedo (1548 lbs)";"Siluro da 18"" Mk XII (1548 lb)";"18 Inch Mark XIII Torpedo (1548 lbs)";"Torpedo 18 inch Mark XII (690 kg)";"торпеда 18 дюймов Мк. XII (1548 фунтов)";"торпеда 18 дюймів Мк. XII (1548 фунтів)";"Torpeda Mark XII kal. 18 cali (702 kg)";"Torpedo Mark XII de 18 inch (1548 lb)";"18 inch Mark XII torpido (1548 lb)";"18"" torpédo Mk.XII";"Τορπίλη 18 inch Mark XII (1548 lbs)";"Torpedo 18 inci/Mark XII (1.548 pon)";"ตอร์ปิโด MarkXII 18 นิ้ว (1548 lbs)";"18인치 Mk XII 어뢰 (1548 lbs)";"450 毫\t米 18 英\t寸 Mk XII 鱼\t雷\t（1,548 磅）";"18\tインチ マーク\tXII\t魚雷 (702kg)";"450 毫\t米 18 英\t寸 Mk XII 魚\t雷\t（1,548 磅）";;
"weapons/us_mk13_torpedo";"Mk.13-6 Case Torpedo (2216 lbs)";"Torpille Mk.13-1 Case (1927 lbs)";"Siluro Mk.13-1 Incassato (1927 lbs)";"Mk.13-1 Case Torpedo (1927 lbs)";"Torpedo Mk.13-1 Case (1927 lbs)";"торпеда Mk.13-6 Case Torpedo(2216 фунтов)";"торпеда Mk.13-6 Case(2216 фунтів)";"Mk.13-1 Case torpedo (1927 lbs)";"Mk.13-1 Case torpedo (1927 lbs)";"Mk.13-6 Case Torpido (2216 lbs)";"1927lb torpédo Mk.13-1 Case";"Τορπίλη Mk.13-6 Case (2216 lbs)";"Torpedo Mk.13-6 Case (2.216 pon)";"ตอร์ปิโด Mk.13-6 Case (2216 lbs)";"Mk.13-1 Case 어뢰 (1927 lbs)";"Mk 13-1 鱼\t雷 (盒\t式\t稳\t定\t器，\t1,927 磅)";"Mk.13-1 Case 魚雷 (1927 ポンド)";"Mark 13-1 魚\t雷\t（盒\t式\t穩\t定\t器，\t1,927 磅）";;
"weapons/us_mk13_torpedo_tutorial";"Mk.13-6 Case Torpedo (2216 lbs)";"Torpille Mk.13-1 Case (1927 lbs)";"Siluro Mk.13-1 Incassato (1927 lbs)";"Mk.13-6 Case Torpedo (2216 lbs)";"Torpedo Mk.13-1 Case (1927 lbs)";"торпеда Mk.13-6 Case Torpedo (2216 фунтов)";"торпеда Mk.13-6 Case (2216 фунтів)";"Mk.13-1 Case torpedo (1927 lbs)";"Mk.13-1 Case torpedo (1927 lbs)";"Mk.13-6 Case Torpido (2216 lbs)";"1927lb torpédo Mk.13-1 Case";"Τορπίλη Mk.13-6 Case (2216 lbs)";"Torpedo Mk.13-6 Case (2.216 pon)";"ตอร์ปิโด Mk.13-6 Case (2216 lbs)";"Mk.13-1 Case 어뢰 (1927 lbs)";"Mk 13-1 鱼\t雷 (盒\t式\t稳\t定\t器，\t1,927 磅)";"Mk.13-1 Case 魚雷 (1927 ポンド)";"Mark 13-1 魚\t雷\t（盒\t式\t穩\t定\t器，\t1,927 磅）";;
"weapons/us_mk13_torpedo_no_case";"Mk.13-6 torpedo (2216 lbs)";"Torpille Mk.13-1 (1927 lbs)";"Siluro Mk.13-1 (1927 lb)";"Mk.13-6 Torpedo (2216 lbs)";"Torpedo Mk.13-1 (1927 lbs)";"торпеда Mk.13-6 (2216 фунтов)";"торпеда Mk.13-6 (2216 фунтів)";"Mk.13-1 torpedo (1927 lbs)";"Mk.13-1 torpedo (1927 lbs)";"Mk.13-6 torpido (2216 lb)";"1927 lb torpédo Mark 13-1";"Τορπίλη Mk.13-6 (2216 lbs)";"Torpedo Mk.13-6 (2.216 pon)";"ตอร์ปิโด Mk.13-6 (2216 lbs)";"Mk.13-1 어뢰 (1927 lbs)";"Mk 13-1 鱼\t雷 (1,927 磅)";"Mk.13-1 魚雷 (1927 ポンド)";"Mark 13-1 魚\t雷\t（1,927 磅）";;
"weapons/us_mk13_mod1";"Mk.13-1 torpedo (2216 lbs)";"Torpille Mk.13-1 (2 216 livres)";"Siluro Mk.13-1 (2216 lb)";"Mk.13-1 Torpedo (2216 lbs)";"Torpedo Mk.13-1 (2216 lbs)";"торпеда Mk.13-1 (2216 фунтов)";"Торпеда Mk.13-1 (2216 фунтів)";"Torpeda Mk.13-1 (2216 lb)";"Torpedo Mk.13-1 (2216 libras)";"Mk.13-1 torpido (2216 lb)";"Torpédo Mark 13-1 (2216 lb)";"Τορπίλη Mk.13-1 (2216 lbs)";"Torpedo Mk.13-1 (2.216 pon)";"ตอร์ปิโด Mk.13-1 (2216 lbs)";"Mk.13-1 어뢰 (2216 lbs)";"Mk 13-1 鱼\t雷 (2,216 磅)";"Mk.13-1 魚雷 （2216 ポンド）";"Mk.13-1\t魚\t雷\t（2216\t磅）";;
"weapons/us_mk13_mod1/short";"Mk.13";"Mk.13";"Mk.13";"Mk.13";"Mk.13";"Mk.13";"Mk.13";"Mk.13";"Mk.13";"Mk.13";"Mk.13";"Mk.13";"Mk.13";"Mk.13";"Mk.13";"Mk 13";"Mk.13";"Mk.13";;
"weapons/us_mk13_torpedo_weak";"Mk.13-6 torpedo (2216 lbs)";"Torpille Mk.13-1 (1927 lbs)";"Siluro Mk.13-1 (1927 lb)";"Mk.13-6 Torpedo (2216 lbs)";"Torpedo Mk.13-1 (1927 lbs)";"торпеда Mk.13-6 (2216 фунтов)";"торпеда Mk.13-6 (2216 фунтів)";"Mk.13-1 torpedo (1927 lbs)";"Torpedo Mk.13-1 (1927 lbs)";"Mk.13-1 torpido (1927 lb)";"1927 lb torpédo Mark 13-1";"Τορπίλη Mk.13-6 (2216 lbs)";"Torpedo Mk.13-6 (2.216 pon)";"ตอร์ปิโด Mk.13-6 (2216 lbs)";"Mk.13-1 어뢰 (1927 lbs)";"Mk 13-1 鱼\t雷 (1,927 磅)";"Mk.13-1 魚雷 (1927 ポンド)";"Mark 13-1 魚\t雷\t（1,927 磅）";;
"weapons/su_45_36an_1939_torpedo";"450 mm 45-36AN torpedo";"450 mm torpedo 45-36AN";"Siluro 45-36AN da 450mm";"450 mm 45-36AN Torpedo";"Torpedo de 450 mm 45-36AN";"450-мм торпеда 45-36АН";"450-мм торпеда 45-36АН";"Torpeda 45-36AN kal. 450 mm";"Torpedo de 450 mm 45-36AN";"450 mm 45-36AN torpido";"450 mm torpédo 45-36AN";"Τορπίλη 450 mm 45-36AN";"Torpedo 450 mm/45-36AN";"ตอร์ปิโด 45-36AN 450 มม.";"450 mm 45-36AN 어뢰";"450 毫\t米 45-36AN 鱼\t雷";"45cm 45-36AN\t魚雷";"450 毫\t米 45-36AN 魚\t雷";;
